No.;Time;Comment;Scramble;Date;P.1
15;17.70;;L2 F2 D' L2 F2 D F2 D2 B2 L' F L B U L D' L' U;2022-03-02 15:18:28;17.70
16;19.26;;R2 B F2 D2 B' D2 F' D2 R2 D2 F' D R U B F2 D B2 F D' U2;2022-03-02 15:19:01;19.26
17;17.74;;U' D2 R D2 R2 F2 R2 B2 R' U2 L' B2 D' R U F L U' B2 F';2022-03-02 15:19:35;17.74
18;13.96;;B' R2 U2 B2 F' R2 B' R2 U2 B' D2 U' L F' D2 B L2 U L B2;2022-03-02 15:20:35;13.96
19;14.12;;R' B R2 F2 U' L2 B2 D' F2 D2 U' L D2 U L F' U2 L B';2022-03-02 15:21:08;14.12
20;16.37;;U B2 F2 L2 F2 U' R2 D' L2 U2 B2 U2 B' D2 F2 L U F' L2 R D2;2022-03-02 15:21:39;16.37
21;19.63;;F' D L B2 L B2 L D2 U2 R U2 L' R' D B' R' D' B U' B' U2;2022-03-02 15:23:19;19.63
22;15.71;;R2 F2 R2 D2 B2 D2 B' R2 L' F' L' D' R2 D2 R F' L' F;2022-03-02 15:24:07;15.71
23;23.78;;U2 D2 F U B R F2 L' B2 U' F2 D F2 U F2 L2 D2 R2 D' L;2022-03-02 15:24:40;23.78
24;22.69;;L2 F2 D2 R F2 U2 L' R2 U2 B2 R' B U B' L F' R2 F2 U' F';2022-03-02 15:25:30;22.69
25;20.17;;B2 D B2 R2 D2 B2 F2 R2 F2 U' B D L B D' F U L R2 U' R;2022-03-02 15:26:11;20.17
26;17.72;;R' U' R2 L2 F' U L' D' L' U R2 U F2 D' R2 U F2 U' B2 R2 D';2022-03-19 10:38:55;17.72
27;17.57;;B' L2 U' L2 R2 U F2 D' R2 F2 U' L2 U' B L' F2 D U' B' L' U';2022-03-19 10:39:32;17.57
28;16.17;;L B' D2 L' F2 L' D2 B2 D2 B2 U2 R' F2 L' B' L F R2 U F D';2022-03-19 10:40:03;16.17
29;17.81;;B2 U2 B2 D2 L2 D' B2 U L2 F2 R2 B' L R2 U' F' D U2 L' D' R';2022-03-19 10:40:35;17.81
30;15.75;;R2 F R D2 F2 B U2 R U L2 F2 L' D2 L2 D2 F2 U2 L U2 R';2022-03-19 10:41:09;15.75
31;16.72;;B2 D2 B2 U2 L' D2 R D2 R U2 L' U' R' D2 B L F' U L2 F;2022-03-19 10:41:40;16.72
32;16.12;;B2 D' L2 B2 F2 U' L2 B2 D L2 D R2 F' R D' B2 F2 D R' D2 B2;2022-03-19 10:42:15;16.12
33;18.62;;B' U2 L2 R2 D' F2 D R2 D' L2 R2 U F' L2 F' R B R F2 R';2022-03-19 10:42:54;18.62
34;19.31;;L2 B2 U F2 L2 U' F2 D' R2 B2 D2 F' R D L' F2 D' B U F U';2022-03-19 10:43:24;19.31
35;17.48;;L B' R D2 F2 U2 B2 L' F2 D2 R2 D R D L' F U L2;2022-03-19 10:43:57;17.48
36;19.01;;U2 B2 R2 B' U2 F2 R2 F R2 F' U' R' D2 B2 D L' B D2 L2 F';2022-03-19 10:44:30;19.01
37;13.58;;U' L F2 R F' D B U2 B2 D' B2 R2 U F2 R2 D R2 U R' D;2022-03-19 10:45:01;13.58
38;15.37;;U2 D F' U2 D2 B2 L' B R2 B2 L2 U L2 B2 U' B2 D' R2 F;2022-03-19 10:45:30;15.37
39;20.57;;D L U2 D R' U B U2 R2 B2 R2 B2 L2 U R2 U B2 D' L' F;2022-03-19 10:46:05;20.57
40;13.30;;B' L2 D B2 L2 B2 R2 U' F2 R2 U F2 R' F' L2 B L U R';2022-03-19 10:46:54;13.30
41;22.46;;U' R' B F2 U' L2 F2 L2 R2 U2 B2 L' D2 B' D L2 R' B2;2022-03-19 10:47:25;22.46
42;23.56;;D' B' L2 U' R2 U' R L' D' F' R2 L2 U2 B' U2 L2 B U2 F' U2 D2;2022-03-21 20:31:48;23.56
43;10.71;;L D' F2 U2 B2 D B2 U B2 F2 U R B2 F' D' U B2 D2 F';2022-03-21 20:32:55;10.71
44;16.60;;B' D2 R' B' U' B' D' B2 L2 D2 F' U2 F' R2 F U2 B' U R;2022-03-21 20:38:27;16.60
45;16.23;;B' L U' B2 D L2 R2 B2 D B2 R2 B2 D R U2 R' B D' B2 R2;2022-03-21 20:38:57;16.23
46;15.91;;R F L' F2 U' R' D B' R2 F2 U R2 U F2 U' B2 R2 L2 D';2022-03-21 20:39:25;15.91
47;16.54;;F' B2 D2 R2 U B2 U2 R2 B2 F2 U B2 U R B L2 D U' B D2;2022-03-21 20:39:56;16.54
48;15.06;;F2 U' B2 F2 D' F2 L2 D' F2 D L2 B L' F D B U' B' D2 R';2022-03-21 20:40:51;15.06
49;24.99;;B U D L' F U B U L' U2 L2 U' B2 U' F2 L2 U2 L2 D L2 D';2022-03-21 20:41:22;24.99
50;18.01;;F' R B2 F2 D' R2 U2 F2 R2 F2 U' R2 U' B R2 U' B L' F L';2022-03-21 20:42:38;18.01
51;16.06;;R2 B' U B2 R2 U2 F2 U' F2 D' L2 D R' D' F2 R D' U' R';2022-03-21 20:43:12;16.06
52;17.28;;F2 U' F U' F' U' R' U2 B R2 D2 F B R2 L2 D2 R2 B' D;2022-03-21 20:43:42;17.28
53;18.30;;L' F2 D' B U L F U R2 D2 R2 F2 B2 U' F2 U' F2 L2 D' R D;2022-03-21 20:44:19;18.30
54;24.06;;D' R' B' R F D L F' U L2 D F2 D' F2 U2 R2 U R2 B2 D';2022-03-21 20:44:50;24.06
55;16.77;;U L2 F' D R2 F U2 R B' U L2 F2 D L2 F2 D' L2 F2 R2 U2;2022-03-22 12:05:02;16.77
56;15.13;;B D2 L2 F2 D R2 B2 D B2 R2 U2 L2 U' L' R' D' L' R2 B D' U';2022-03-22 12:05:46;15.13
57;16.63;;F2 D2 R' U B' L D' R L2 B2 U2 F D2 R2 D2 R2 B' L2 D2 B' D';2022-03-22 12:08:36;16.63
58;18.91;;B2 D' L2 D2 B2 U R2 B2 L2 F2 L' F2 L' D2 B D R' U L U;2022-03-22 12:09:13;18.91
59;17.24;;L B R2 U2 R2 D2 F R2 B R2 U2 F' D B' U2 L F' R' D L R';2022-03-22 12:10:26;17.24
60;18.52;;U L2 F2 D R2 F2 U R2 D2 B2 F2 U' B L B' D' U' R B';2022-03-22 12:11:03;18.52
61;15.90;;L' F2 L B2 R2 D2 R' D2 L' D2 B2 D2 B U F' D R2 D2 L B R2;2022-03-22 12:11:37;15.90
62;16.46;;U2 B2 R2 U F2 L2 U2 L2 D' F2 U2 L2 F D L2 R U' B' D2 F';2022-03-27 15:07:48;16.46
63;16.65;;L2 F' U2 L2 R2 B D2 F2 L2 B' D2 B' U' B' L R' B2 U' L2 D' R';2022-03-27 15:08:24;16.65
64;16.33;;L2 B' R D R D R F U2 F' L2 F' D2 B R2 F2 U2 D' F;2022-03-27 15:08:55;16.33
65;16.52;;F L' B2 U2 R' D2 L2 U2 B2 R' D2 F2 R U' R' B' F L F2 L' D;2022-03-27 16:08:41;16.52
66;17.58;;F2 R' U L2 F2 D2 R2 F2 U F2 U R2 U B' D R' B2 D2 U' B2 F2;2022-03-27 16:09:16;17.58
67;19.05;;R2 U2 F' D2 L2 F2 D2 U2 F L2 F2 R F L' R D' F' U2 L' B2 L2;2022-03-27 16:09:53;19.05
68;27.49;;B2 R B L F' D' L' D' F' R2 F' U2 F' R2 B R2 U2 D2 B U2;2022-03-27 16:10:32;27.49
69;16.49;;D R D' F2 U' L' F2 U' B' U2 R2 D2 F U2 R2 F' R2 U2 B';2022-03-27 16:11:28;16.49
70;19.27;;L' F D L2 U F2 U B2 U2 B2 F2 R2 D' B2 L F' R' U B2 L U';2022-03-27 16:12:00;19.27
71;15.76;;F B' R' F2 B L' B2 D' L' U2 R D2 L F2 D2 R' F2 R B';2022-03-27 16:12:32;15.76
72;13.03;;U L2 D' R2 U F2 U' L2 B2 D2 B' U' R F L2 B D' R U2 R;2022-03-27 16:13:03;13.03
73;12.98;;U F' R2 B U L2 U L' F2 R2 D' F2 D2 R2 D B2 R2 D' L2 U;2022-03-27 16:13:27;12.98
74;24.77;;B D F' R2 U2 D2 F' U' R' U2 F2 R2 F2 D' R2 L2 D' L2 U' D' R2;2022-03-27 17:33:29;24.77
75;19.39;;R2 D L2 U' F2 R2 U2 R2 D' B2 R2 U' L' B2 F D L2 R D' L B';2022-03-27 17:34:51;19.39
76;18.50;;R2 D' F2 U B2 U R2 U R2 D2 B2 R2 B U R F2 U2 B D' R B';2022-03-27 17:35:26;18.50
77;26.47;;B2 U F2 U2 F L2 F' D2 B' D2 F' R2 B D' L D2 F U' B' L D;2022-03-27 17:35:56;26.47
78;17.95;;D' B2 U2 R2 D2 B L2 U2 F' U2 B2 U2 R' F U2 R' D' L' B;2022-03-27 17:36:44;17.95
79;19.17;;F U B' D2 F' R2 D2 B D2 U2 R2 L' D B D2 F2 D2 L2;2022-03-27 17:37:18;19.17
80;13.88;;F B' R2 L F2 L B R' F2 U2 R2 U' B2 U' L2 U B2 D F2 L2 F';2022-03-27 18:51:41;13.88
81;18.11;;D2 B' D2 L2 B L2 F' R2 B' D2 F' R' D' U2 B F' R' D B' R2 U;2022-03-27 18:53:36;18.11
82;18.02;;U2 D R' U R B' R' U' F2 U2 R F2 L' B2 R' F2 L2 U2 L F2;2022-03-27 18:55:25;18.02
83;16.46;;D' B' L F' B2 R' L D L' U2 F' L2 B D2 R2 F2 U2 L2 F' R2;2022-03-27 18:55:57;16.46
84;16.38;;U L2 U2 L2 F2 L2 U R2 F2 U' F2 B D' U2 L R U2 F' R D';2022-03-27 18:56:44;16.38
85;16.71;;B2 D2 B2 R B2 L' U2 R D2 L2 R' B' R' D' F2 L R D' B F2;2022-03-27 18:57:15;16.71
86;10.46;;F2 B2 R D2 B' R D2 L U2 F2 U2 B2 D' B2 U' R2 U R2 B2 U2 F;2022-03-27 18:57:42;10.46
87;14.35;;F2 U2 L D2 R' B2 D2 R' F2 D2 B2 R D U' L' D2 F R' U2 R B;2022-03-27 18:58:21;14.35
88;22.73;;F D F2 R2 B2 U L2 D R2 L' B D L2 U F' L B2 R;2022-03-27 18:58:47;22.73
89;17.39;;F2 D B U2 F2 L2 D2 F D2 F' U2 F2 L2 B' L R' U' F D2 L' B';2022-03-27 18:59:29;17.39
90;14.83;;L2 F U2 R2 B D2 L' U F U2 R2 B2 L2 F2 R2 D' L2 U R2 L2;2022-03-27 19:01:04;14.83
91;17.19;;U' L B' D2 L2 B' D2 B2 R2 F2 R2 D2 L2 F' D R2 U2 R' U' B' U;2022-03-27 19:01:32;17.19
92;19.81;;F2 R2 U F2 L2 D R2 D F2 R2 U2 B' D F2 D R' B' D2 R' U;2022-03-27 19:02:00;19.81
93;16.58;;L2 U L2 U R2 D L2 U' B2 D' U' B L' R2 B U' F R' F' D F;2022-03-27 19:02:33;16.58
94;12.63;;R2 F2 B2 U B R' F' R' D2 L D2 R2 B2 R' D2 R2 F2 U2 B2 U' F;2022-03-27 19:03:06;12.63
95;21.94;;B2 R U D' B R' L' B' R F2 D' R2 F2 D F2 U L2 B2 D;2022-03-27 19:03:32;21.94
96;15.14;;U' B R2 U2 L' F' L2 D' F2 L' F2 L F2 B2 D2 R U2 D2 F2 L';2022-03-27 19:04:07;15.14
97;13.61;;D' L2 U' L2 F2 U2 R2 U2 L2 D L' U2 B2 R' U B' R2 F' L U2;2022-03-27 19:04:44;13.61
98;13.99;;U L' F2 R U' F U' R' U F2 R2 D2 B2 U2 F R2 D2 F' U2 L2;2022-03-27 19:05:57;13.99
99;20.80;;R2 U2 B2 L2 B' R2 F R2 F R2 F' D2 U' F' R U' B2 D' U' R2 B2;2022-03-27 19:06:25;20.80
100;16.74;;R2 D F R' U2 D2 F' R2 L D2 L' F2 L' U2 F2 U2 L' F R';2022-04-03 14:37:08;16.74
101;12.79;;F2 R U' L2 U' B2 R' F B' L' B2 R2 D2 F2 U2 L' F2 L2 F2;2022-04-03 14:37:35;12.79
102;19.23;;U2 F D' R D' L D' L D' B2 R2 D R2 B2 R2 U2 F2 U' L2 U2 B';2022-04-03 14:38:02;19.23
103;16.73;;D' B L2 U' L2 U R2 D R2 F2 D U2 R D F U F L' B2 F;2022-04-03 14:38:34;16.73
104;16.92;;L2 F2 U' B2 U2 R2 B2 R2 D' B2 F2 L R' D R' D B' D U' L;2022-04-03 14:39:05;16.92
105;19.43;;B2 F2 L D2 L' U2 B2 L2 R' B2 L2 B D' B D' R2 B L' D' B2 U';2022-04-03 14:39:35;19.43
106;16.31;;F U' R' F R' B R' B2 D B2 L2 F2 D2 L2 D' L2 F2 D2;2022-04-03 14:40:05;16.31
107;20.17;;L2 D2 L2 F2 D L2 U2 F2 U' B2 D B' R D2 B2 L' F D F U R';2022-04-03 14:40:34;20.17
108;18.00;;U2 R2 F2 D2 B' R2 B2 R2 D2 R2 U B2 D L B F2 R' B' R D2;2022-04-03 14:41:09;18.00
109;17.47;;L' B U R F' L' F L2 D' F' B' R2 B' U2 B' U2 B2 L2 D2 R2;2022-04-03 14:41:44;17.47
110;17.83;;R2 D2 F2 D2 R2 F2 U2 B L2 B U2 L2 U' R F R2 F' U B' R;2022-04-03 14:42:15;17.83
111;15.90;;R F B2 U F' L' U' R' F2 R2 D B2 U' F2 U F2 U L2 U' L2;2022-04-03 14:42:48;15.90
112;12.68;;R' B U2 F' R' L2 B D' L B2 R2 F' L2 U2 L2 F' L2 F' D2 F' L2;2022-04-03 14:43:17;12.68
113;20.41;;B2 D2 R F2 L2 B2 L B2 U2 R' B2 D' B' L' R' F' U2 F L2;2022-04-03 14:44:52;20.41
114;19.99;;F' B R F' D L2 B' R L' F2 R2 B2 D R2 B2 D2 B2 U L2 D' B2;2022-04-03 14:45:30;19.99
115;17.97;;B' D' B2 L2 B2 R' B2 L' D2 L2 U2 F2 R2 U2 F' D2 F' D' U2 F2 R;2022-04-03 14:46:03;17.97
116;12.79;;U' D' F R2 U' B' D' B D2 B2 R L F2 R' F2 B2 R' U2 R2 D2;2022-04-03 14:46:40;12.79
117;13.63;;R2 F D2 R2 B U2 B' R2 B D2 B R2 L' D' B' R' F2 D' B' R' U2;2022-04-14 13:30:32;13.63
118;16.05;;R U D L' D2 R B' R' L D F2 U2 R2 F2 D R2 D L2 B2 R2 B2;2022-04-14 13:31:00;16.05
119;21.92;;D' L2 B' R2 D2 U2 F' L2 R2 B' F' U2 R' D2 R' U L D2 L2 F' D';2022-04-14 13:31:29;21.92
120;13.57;;B D2 B' F' L2 D2 U2 F D2 B2 D R U F D R2 B' U' F2 R2;2022-04-14 13:33:18;13.57
121;13.96;;F' U' B' L2 U2 L2 D2 F' R2 B' D2 B2 D R D2 B R2 B D' R';2022-04-14 13:33:44;13.96
122;16.98;;F' U' R U2 L F2 B' R' U' R U2 R B2 R' U2 L' D2 R2 B2 R2 B2;2022-04-14 13:34:16;16.98
123;13.13;;L' D2 F2 D2 L R2 B2 U2 L' D2 R U R' F U R2 F R' F2 L;2022-04-14 13:34:46;13.13
124;15.60;;B U B D2 L2 F U D2 B L B2 R2 B2 D2 R B2 D2 R' B2 L2 D2;2022-04-14 13:35:12;15.60
125;23.55;;R' U B U F L' F2 D B2 R2 F' U2 R2 F' R2 F L2 D2 F L2;2022-04-14 13:35:45;23.55
126;13.48;;D2 B2 D2 B D2 U2 B2 R2 D2 U2 F' D' B' R D2 B L D2 R2 U';2022-04-14 13:36:22;13.48
127;15.57;;U B2 R D2 F2 R B2 L' D2 B2 F2 L' R2 F D' F2 D2 R2 B' F U;2022-04-14 13:36:51;15.57
128;15.56;;B R2 F' D2 R2 B' D2 F L2 R2 F2 U2 L' F L' F2 D' F2 R' D' L';2022-04-14 13:37:21;15.56
129;14.94;;R2 B2 U R2 D F2 D2 L2 F2 U R2 U L R2 B' D' F' L D' F2 R2;2022-04-14 13:37:54;14.94
130;16.67;;R' D R2 B2 U' B2 U2 B2 U F' U2 R F D' F L' U' B' R2;2022-04-14 13:38:20;16.67
131;22.09;;F2 D F2 L2 R2 F2 D B2 D R2 U' L2 R' F' L2 F U B2 F' D L;2022-04-14 13:38:50;22.09
132;17.14;;D2 B2 U2 B U2 B' R2 U2 B F' D2 R' B2 U' L2 B R U2 B2 D;2022-04-14 13:39:27;17.14
133;18.86;;U B2 F2 R2 B2 D2 U L2 R2 U' R' B2 D L D' L2 B' R F';2022-04-14 13:39:56;18.86
134;14.65;;U' F2 U L2 D B2 U L2 U L2 U B' U' F U L2 R2 F';2022-04-14 13:40:47;14.65
135;19.39;;U2 R U2 R U2 F2 R2 B2 R' U2 F2 B U B2 R U2 L2 B D;2022-04-14 13:41:13;19.39
136;17.01;;F2 L2 D2 B' D2 F L2 B L2 R2 U2 F U F' L B' D2 U' F D' B2;2022-04-14 13:42:07;17.01
137;17.22;;R U2 F2 R2 B R2 B' L2 D2 F2 U L' D' R2 D2 B' L2;2022-04-14 13:43:19;17.22
138;14.87;;F2 D R' B2 D2 U2 L' D2 L' B2 R' U2 B2 L F D L2 F2 L' B' F2;2022-04-14 13:43:50;14.87
139;16.93;;F2 D2 R2 U2 B' U2 B' L2 B2 D2 R2 U2 D' L R D R2 F' R' F L;2022-04-14 13:44:20;16.93
140;15.21;;R2 D2 B2 L2 F R2 F' U2 B R2 F2 R' F L' R2 B2 F' R2 D' B';2022-04-14 13:44:49;15.21
141;17.34;;R' F2 L' D F2 D U R2 F2 D B2 F2 D2 R2 B U2 F' R D' R B2;2022-04-14 13:45:49;17.34
142;16.24;;R2 L' F D R2 D' L U' F' D2 F' D2 R2 F L2 F' R2 F R2 F2;2022-04-20 14:33:13;16.24
143;11.80;;D' B2 D' R2 B2 D2 F2 R2 U' R2 B2 L B L R' F' D B' D' U' R;2022-04-20 14:33:44;11.80
144;13.17;;D' R2 D' B2 R2 U B2 R2 D2 F' D B' L2 F U L' B L2 F2;2022-04-20 14:34:13;13.17
145;17.90;;D' F' R U L' U2 L2 B' L' R2 F D2 F' D2 B' R2 F' D2 B D2 R';2022-04-20 14:34:43;17.90
146;16.27;;R D' R2 D L2 D2 L2 B2 U L2 F2 L2 B D F R' D R2 B' L D';2022-04-20 14:35:13;16.27
147;22.02;;D2 R2 B2 U' R2 U L2 D F2 B' R D2 B R' B2 F R2 U' R2;2022-04-20 14:35:55;22.02
148;13.31;;L2 B L2 F2 U2 L2 D2 F D2 B' R2 F R' B2 D2 U' B' L' B2 U' F';2022-04-20 14:36:35;13.31
149;14.13;;R' U' B2 U2 F' D2 L2 F R2 U2 F D2 F U2 R' D2 L U' L F U;2022-04-20 14:37:02;14.13
150;13.75;;B2 F2 D2 L2 D' L2 B2 U2 B2 D L F R' U2 F L' R2 B2 D;2022-04-20 14:37:43;13.75
151;15.42;;L' B' L2 D2 U2 R2 B R2 F U2 B U2 L' B' D' R D' U' L B D;2022-04-22 16:01:57;15.42
152;17.91;;L2 D R' D L B R' U L2 D2 F' D2 F2 D2 B L2 F R2 U2 D;2022-04-22 16:02:27;17.91
153;18.62;;F2 L2 R2 D U2 L2 U F2 U' F2 D2 R' D U2 L' R2 F U2 R B' U';2022-04-22 16:02:59;18.62
154;13.03;;L2 D L2 F2 U2 B2 D L2 R2 F2 L F' D' R U L' F' L2 F' R';2022-04-22 16:04:28;13.03
155;16.58;;F2 U B2 D' F2 R2 D F2 D U2 L2 U F L B U R2 F D U' L;2022-04-22 16:04:57;16.58
156;20.66;;L B D2 F D L2 B' D' L2 D2 R2 B2 R2 L2 D' F2 D' L2 F2 R' U';2022-04-22 16:06:21;20.66
157;16.18;;D2 F' R D F2 D' U2 R2 F2 R2 F2 D L2 F2 B R B2 D R2 B' U2;2022-04-22 16:07:57;16.18
158;13.61;;D2 B F2 D' F2 R2 U L2 D2 B2 R2 U2 R' D' L2 B L' B F D';2022-04-22 16:09:48;13.61
159;17.26;;B L F2 L2 B2 R2 U L2 D' L2 B2 L2 F' R' U R' D' F L2 R;2022-04-22 16:11:40;17.26
160;21.52;;D2 U2 B F2 D2 B D2 L2 R2 F' R2 B2 L' U' R2 B L' R2 B2 U' L2;2022-04-22 16:12:16;21.52
161;16.39;;B' D2 B' D2 L2 F' D2 L2 B D2 U2 F2 D' B' D' R' D2 U' F' D;2022-04-22 16:12:57;16.39
162;20.85;;B U' D B2 L U' B' F2 D2 L2 D B2 U L2 U' F2 D L2 F2 L F';2022-04-22 16:14:26;20.85
163;17.25;;L2 B R2 F2 U2 F' L2 F D2 B U L D' L' B R F D R2;2022-04-22 16:15:03;17.25
164;14.98;;L2 D2 R2 B2 R2 B2 R2 D U2 L2 F2 B' D2 R2 D' L B2 R' D2 U';2022-04-22 16:15:35;14.98
165;13.70;;D' F L2 B R2 U2 L2 D2 B2 L2 B' L2 F' L B2 R' F2 D2 L' D' F2;2022-04-22 16:16:11;13.70
166;12.41;;U' L' U F' R D L B' L B2 U' B2 L2 B2 R2 U' D2 F2 D' B2;2022-04-23 14:44:13;12.41
167;14.26;;D2 R2 U2 B U2 R2 B2 L2 F' D2 L2 B D' L D R' B2 U' R' D' R';2022-04-23 14:44:43;14.26
168;15.17;;B2 F2 R B2 R' U2 R2 U2 B2 R' B2 D B F2 D' B L' D2 F' D';2022-04-23 14:45:09;15.17
169;17.86;;B U F2 R2 L U R' B' U L2 F2 D2 B' L2 B L2 F L2 F2 L2;2022-04-23 14:45:40;17.86
170;18.41;;U' B D2 F U2 B U2 R2 F2 D2 L2 F U B L' F R' U' R2 D;2022-04-23 14:46:13;18.41
171;15.48;;U2 D2 R' F' L' U' D' R U' F2 D2 F2 R L B2 R' F2 L' F2 D2 F2;2022-04-23 14:46:44;15.48
172;17.04;;R2 D2 B2 U2 B' L2 U2 F' R2 B' R2 D L2 U' F' L' B R F2 D';2022-04-23 14:47:19;17.04
173;14.54;;R2 L' B' L2 B2 D2 L B D F2 U B2 D' F2 U2 F2 D' F2 D B2;2022-04-23 14:47:48;14.54
174;13.31;;R' D' R2 U' B2 U F2 U' F2 L2 F' U B D B' L2 U2 R F2;2022-04-23 14:48:15;13.31
175;18.18;;F2 U2 L' U2 B' U F L' F' U2 F2 L2 D L2 F2 B2 U L2 U2 F2;2022-04-23 14:50:07;18.18
176;18.40;;D R2 B U2 R2 B2 F D2 U2 R2 F U2 B U' B' L D B F' D' U';2022-04-23 14:50:42;18.40
177;17.88;;R U2 F R' B U D B U' R2 F2 D2 R' U2 R' U2 D2 F2 R U2 R2;2022-04-23 14:51:23;17.88
178;13.54;;L2 B' R2 B2 D2 F2 D2 U' B2 U' F2 R2 D' L2 F L' B' L2 D F R2;2022-04-23 14:51:58;13.54
179;21.12;;B L F2 L U2 R' U' L' D2 F' L2 B' R2 F R2 U2 B2 R2 U2 R;2022-04-23 14:52:28;21.12
180;13.27;;R F2 U2 L2 R2 U L2 R2 D R2 F2 U2 L D2 U2 F L2 D' R2 U;2022-04-23 14:53:03;13.27
181;17.84;;U2 D2 F2 D B' R L2 U' B2 L D2 B2 L2 D2 B2 L' U2 B2 R2 B2;2022-04-23 14:53:32;17.84
182;14.14;;R2 U F2 D2 R' D2 L' F2 R D2 F2 R' U2 R' D F' R' B F2 D2 L';2022-04-23 14:54:01;14.14
183;16.46;;R L F U2 D' L F' D2 L2 U2 B2 D2 R D2 F2 R2 B' R';2022-04-23 14:54:33;16.46
184;16.22;;R2 U2 F R2 D2 B2 R2 D2 U2 B' D2 R' F2 U L R B D' B' U2 B2;2022-04-23 14:55:02;16.22
185;14.85;;F' U' F2 U' B2 D2 R2 D' B2 R2 U L F' L2 B2 D' B2 D R' U';2022-04-23 14:55:41;14.85
186;17.25;;U' R' F' U' F2 D U' L2 D' B2 L2 R2 F' L F' L2 F2 L U';2022-04-23 14:56:11;17.25
187;23.70;;U' B2 L' U2 F U D B' D L' F2 U L2 F2 U B2 L2 D L2 D2;2022-04-23 14:56:45;23.70
188;16.83;;R2 D B2 D B2 F2 D F2 D B2 U L B' F2 D' L B' F2 U R';2022-04-23 14:57:24;16.83
189;14.25;;B R2 F R2 U L F U B2 D2 L2 F2 R F2 D2 L U2 B2 D2;2022-04-23 14:57:56;14.25
190;14.64;;B U2 L' B2 R' B2 D2 R2 U2 L' U2 B' R2 D' L D2 L U B;2022-04-23 14:58:21;14.64
191;14.80;;D2 F' B2 U R2 D' R2 D' L2 D L2 U B2 R' D' L2 U' B' U L F;2022-04-23 14:58:51;14.80
192;15.56;;R2 B2 U' F' R' D2 F2 D' R' U' R2 U F2 L2 F2 U2 B2;2022-04-23 14:59:18;15.56
193;17.34;;B D' F2 R' F' D' R D2 L2 B2 L2 B2 D2 F R2 F' U2 F' D';2022-04-23 14:59:45;17.34
194;17.82;;F L U' D R' F L2 D L2 B U2 R2 F R2 L2 U2 F' U2 L2 U;2022-04-23 15:00:20;17.82
195;16.34;;R' B' F2 R2 D2 U2 F2 L F2 U2 L B2 U' L R2 B2 U' F2 R;2022-04-23 15:00:55;16.34
196;17.27;;R' F2 L2 F B2 D' R' D2 B2 L' F2 U2 D2 R B2 L2 U2 L B' D;2022-04-23 15:01:26;17.27
197;16.05;;L' U' L' B2 F2 R F2 L' U2 R2 D2 R U F' L2 F R' U' L;2022-04-23 15:01:55;16.05
198;20.04;;D' R2 F2 R F2 R' U2 L' F2 L2 B2 R F R B' F2 L U R U2;2022-04-23 15:02:27;20.04
199;14.79;;R B D2 B' D2 U2 F' R2 B' D2 F' R' F2 D L B2 F' U' L2 R2;2022-04-23 15:03:01;14.79
200;15.76;;F B2 D' B R U' B D L B L2 F R2 F' D2 L2 F2 U2 R2 B2;2022-04-23 15:04:27;15.76
201;15.98;;R2 F' R2 D2 U2 F R2 F2 D2 B' D' R B2 F' L U2 F L B2;2022-04-25 13:12:02;15.98
202;17.30;;B' R' D' F2 R2 B2 D2 B2 D R2 U' L2 U' B F2 L' D U2 F2 U;2022-04-25 13:12:36;17.30
