No.;Time;Comment;Scramble;Date;P.1
42;3.820;;U2 F R U' R2 F2 R' U R';2022-09-12 19:56:49;3.820
43;2.770;;U R2 F' R2 F' U2 F' U' R';2022-09-12 19:57:01;2.770
44;2.930;;U2 F U' F' U2 F R2 F2 U2;2022-09-12 19:57:19;2.930
45;3.290;;R' U2 F' R F R F R' U2;2022-09-12 19:57:29;3.290
46;2.780;;U2 F' R U F' R2 U2 F U2 F';2022-09-12 19:57:42;2.780
47;2.880;;F' R2 F' U R2 F R2 U2 R';2022-09-12 19:57:54;2.880
48;2.910;;R' U2 F' R F2 U' R F' U';2022-09-12 19:58:06;2.910
49;2.320;;F U R U' R U2 R' U F' U';2022-09-12 19:58:15;2.320
50;2.050;;R' U R U2 R U F2 R' U2;2022-09-12 19:58:26;2.050
51;2.570;;F R F R' F U' R U' F';2022-09-12 19:58:39;2.570
52;1.810;;U' F R2 U' R2 U R2 F2 U;2022-09-12 19:58:56;1.810
53;1.200;;R U' R2 F U R' U R2 U R';2022-09-12 19:59:18;1.200
54;2.920;;F' R' F2 R F' U' R F2 U' F';2022-09-12 19:59:29;2.920
55;3.190;;U' R2 F2 U2 F' R F U' F' R2;2022-09-12 19:59:43;3.190
56;2.850;;R' F R F' R U' F U2 R';2022-09-12 19:59:56;2.850
57;2.650;;U F' R' F' R2 F U2 R' U' R';2022-09-12 20:00:10;2.650
58;3.280;;F2 R2 F' U F' U2 R U2 R2;2022-09-12 20:00:24;3.280
59;4.160;;F2 R' U F' R2 F2 R' F' R2;2022-09-12 20:00:46;4.160
60;3.710;;U F2 U' R' U2 R U F U2;2022-09-12 20:01:01;3.710
61;2.760;;R' U' R2 U' R' F U2 F U2;2022-09-12 20:01:14;2.760
62;2.840;;F' R2 U2 R F' R F' R2 U2 R';2022-09-12 20:01:25;2.840
63;2.670;;U2 F U' R F' R' U R F';2022-09-12 20:02:02;2.670
64;2.620;;R' F' R F2 R U2 R2 F2 U2;2022-09-12 20:02:12;2.620
65;2.860;;U2 F' U2 F' U F R' F R;2022-09-12 20:02:29;2.860
66;2.840;;U' F R' F' R' U2 R2 F U' F';2022-09-12 20:02:42;2.840
67;2.780;;U2 R2 F' U' R F U' R2 U' F2;2022-09-12 20:02:52;2.780
68;2.580;;F U' F U2 R' U F R2 F;2022-09-13 17:04:36;2.580
69;3.380;;R' F' R' U2 F U2 F R U2;2022-09-13 17:04:50;3.380
70;2.830;;F2 R U' R' F U2 F2 U2 F';2022-09-13 17:05:00;2.830
71;3.090;;U' R U' R2 F R' U R' U2;2022-09-13 17:05:11;3.090
72;2.820;;R U' F R2 F U2 R F2 R2 F';2022-09-13 17:05:22;2.820
73;2.220;;U' F' U' F2 U' R' F' R U;2022-09-13 17:05:33;2.220
74;2.050;;R' U2 R F2 U2 R F' U2 F';2022-09-13 17:05:54;2.050
75;4.220;;R2 F R' U2 F' R F R2 F';2022-09-13 17:06:03;4.220
76;2.970;;R2 F2 U R' F2 R2 U R' U2 R';2022-09-14 17:02:07;2.970
77;2.600;;R U R' U2 R U F' U R';2022-09-14 17:02:23;2.600
78;2.690;;U' R U' R2 F U F' R2 U;2022-09-14 17:02:38;2.690
79;3.010;;U2 F2 U R2 U R2 U' R U';2022-09-14 17:02:55;3.010
80;2.290;;R' F U' R F U' F2 R F U';2022-09-14 17:03:05;2.290
81;3.380;;U' R2 F R U R U F' R';2022-09-14 17:03:16;3.380
82;2.540;;R' U' R F2 R' F U' R2 U2;2022-09-14 17:03:29;2.540
83;2.650;;U R' F R2 U2 R' U2 F U';2022-09-14 17:03:41;2.650
84;3.290;;R2 F U F' U F R' F2 R' F';2022-09-14 17:03:52;3.290
85;3.630;;U' F2 R' F2 R F' R2 U F2;2022-09-14 17:04:06;3.630
86;2.330;;F2 R' U' F U R' F U2 R2;2022-09-14 17:04:18;2.330
87;3.450;;R2 U' F' R U' F' U R U;2022-09-14 17:04:36;3.450
88;2.720;;R2 F2 R' U R2 F2 R' U R';2022-09-14 17:04:48;2.720
89;3.260;;F' U R F2 U2 R F' R2 F;2022-09-14 17:05:28;3.260
90;2.380;;U2 R U R' U' F2 U' F U;2022-09-14 17:05:38;2.380
91;2.350;;R F' U2 R U F2 U2 F' U2;2022-09-14 17:05:54;2.350
92;3.010;;F2 R' U R2 U2 F U' R' U';2022-09-14 17:06:05;3.010
93;2.710;;F' U2 F2 U' F U' F2 R F;2022-09-14 17:06:19;2.710
94;2.790;;R F2 U R' F' R F' R2 F';2022-09-14 17:06:30;2.790
95;2.870;;F2 R F2 U' R U' R U F R';2022-09-14 17:06:44;2.870
96;2.810;;F' R2 F' U R' F2 U F R' F';2022-09-14 17:06:58;2.810
97;1.260;;F R' U R F2 U2 R U F;2022-09-14 17:07:17;1.260
98;1.630;;U' F' R2 F U2 F' R2 F U';2022-09-14 17:07:30;1.630
99;2.290;;R2 F U' R F U2 R2 F2 R';2022-09-14 17:07:57;2.290
100;2.510;;R' U' R U2 R U2 R' F2 R2;2022-09-14 17:08:24;2.510
101;2.050;;U2 R' U F2 U R F' U' R2 U2;2022-09-14 17:08:41;2.050
102;2.200;;F' R U' R2 U F2 R' F' U2;2022-09-14 17:09:00;2.200
103;2.290;;F R2 F U2 F2 R2 U' R' F2;2022-09-14 17:09:10;2.290
104;2.120;;R' F' U' F R' F2 U R2 F';2022-09-14 17:09:20;2.120
105;2.290;;R2 F U2 R' U' F2 R U' F;2022-09-14 17:09:32;2.290
106;1.860;;U' R F U R' F2 U' R U';2022-09-14 17:09:54;1.860
107;2.440;;R2 U2 R' F' R' F2 U R' U';2022-09-14 17:10:06;2.440
108;2.420;;U F U2 F' U2 F' R' U' F' R';2022-09-14 17:10:29;2.420
109;2.510;;F R' F' R F2 U' R2 F2 U;2022-09-14 17:10:40;2.510
110;2.090;;R' U2 F2 R' U' F2 R U R';2022-09-14 17:11:06;2.090
111;0.720;;U2 F' U' R' F U2 F R F;2022-09-14 17:11:26;0.720
112;1.890;;F R2 U F U2 R' F U' F U2;2022-09-14 17:11:38;1.890
113;2.860;;U R U F2 U R2 U2 F2 R2;2022-09-14 17:12:08;2.860
114;2.580;;F U' F U R2 F2 R' F U';2022-09-14 17:12:22;2.580
115;2.640;;R2 U R2 U' R U' R2 F R;2022-09-14 17:12:33;2.640
116;2.460;;U F2 R' U R U F R2 U;2022-09-14 17:12:43;2.460
117;2.800;;R' F2 U R F U2 R' U F';2022-09-14 17:26:27;2.800
118;3.060;;F R' F R' F2 U R' U' R;2022-09-14 17:26:45;3.060
119;1.540;;U R F2 R' U2 F' R2 F2 U;2022-09-14 17:26:57;1.540
120;2.530;;F' R2 F2 U F' R2 U' R' F;2022-09-14 17:28:22;2.530
121;1.310;;R' F R2 U2 F R' U F' U R;2022-09-14 17:28:42;1.310
122;2.220;;R F R2 U2 R' U2 R F' U;2022-09-14 17:29:28;2.220
123;2.520;;U2 F R U R' U2 R F' U2;2022-09-14 17:29:39;2.520
124;2.450;;U R' F2 R2 U' R' F U2 F2;2022-09-14 17:29:48;2.450
125;3.010;;U2 F2 U' F2 R' U F2 U' R';2022-09-14 17:29:59;3.010
126;2.700;;U' F2 U' R U2 R U2 F U' R';2022-09-14 17:30:22;2.700
127;3.040;;R' F2 U R2 F2 U' F2 R' F';2022-09-14 17:30:55;3.040
128;2.630;;R2 U2 F2 R' U' F2 R U2 F2;2022-09-14 17:31:07;2.630
129;2.340;;F2 U F R2 U F' U F' R';2022-09-14 17:31:26;2.340
130;3.628;;F2 U2 R2 F U' R U2 R' F';2022-09-17 17:52:06;3.628
131;3.275;;R2 U F2 U' F U R2 U' R';2022-09-17 17:52:18;3.275
132;2.819;;R F U' R U' R' U' F' U';2022-09-17 17:52:27;2.819
133;3.538;;R2 F2 U F' U' R2 F' R' U';2022-09-17 17:52:38;3.538
134;3.504;;R2 F R' U R' U' F R' U2 R';2022-09-17 17:52:49;3.504
135;3.623;;R U2 F' U F' R2 U2 F' U2;2022-09-17 17:53:02;3.623
136;2.091;;U F' U2 F2 U' R' U R F';2022-09-17 17:53:11;2.091
137;2.771;;F' U' R2 U' R' F' U' F' U F2;2022-09-17 17:53:23;2.771
138;2.978;;U' F U' R2 U2 R' U F R;2022-09-17 17:53:35;2.978
139;2.789;;U R2 F' R' U2 F U F' U' R2;2022-09-17 17:53:48;2.789
140;2.481;;F2 R' U' F' R U2 F U' F;2022-09-17 17:54:02;2.481
141;3.099;;R' U2 R F2 U' R2 U F U2 R2;2022-09-17 17:54:16;3.099
142;3.053;;F R' F R' U2 R2 F2 R' F' R;2022-09-17 17:54:26;3.053
143;2.669;;U' F' R2 F U' F U' R' U';2022-09-17 17:54:35;2.669
144;3.080;;F2 U2 R U' R U' F' R2 F2;2022-09-17 17:54:45;3.080
145;3.480;;U2 R' F' R2 U2 F' U F U';2022-09-17 17:54:58;3.480
146;2.814;;R' U' F2 U' F R2 F R2 U';2022-09-17 17:55:26;2.814
147;2.016;;U2 R2 F' R F2 R' U2 R' U2;2022-09-17 17:55:35;2.016
148;3.439;;F2 R F2 R F U2 R2 F' R' F';2022-09-17 17:55:56;3.439
149;3.540;;F2 R2 U R F2 U' R U' F';2022-09-17 17:56:10;3.540
150;1.384;;F2 R' U2 F R2 U' R' F' R';2022-09-17 17:56:36;1.384
151;2.663;;U2 F2 R2 F U2 F' U2 F R';2022-09-17 17:56:44;2.663
152;3.167;;F U' R U R F' R F' U2;2022-09-17 17:56:58;3.167
153;2.874;;U' F R' F R' F R U' F';2022-09-17 17:57:21;2.874
154;3.867;;F' R' U2 F2 R' U' R2 F' U';2022-09-17 17:57:32;3.867
155;3.133;;R' U' R2 U' R' U2 R' F' R';2022-09-17 17:57:45;3.133
156;1.787;;F2 U' F2 U R' U F2 U' R';2022-09-17 17:57:56;1.787
157;3.145;;U' F2 U2 R F' U F' R' F';2022-09-17 17:58:05;3.145
158;3.530;;R2 U F' U' F' U R2 F' U2;2022-09-17 17:58:19;3.530
159;1.891;;F' R U' F2 U R2 F R' F';2022-09-17 17:58:31;1.891
160;2.810;;R U2 R2 U' R' U R' F R';2022-09-17 17:58:40;2.810
161;3.451;;R F R2 U2 F' U F2 U F R2;2022-09-17 17:58:56;3.451
162;3.215;;U' F2 R F R' F2 R' U' F2;2022-09-17 17:59:12;3.215
163;2.029;;R' U2 R F2 R' U' R F' R';2022-09-17 17:59:22;2.029
164;3.049;;R2 F2 U2 R U' R U2 R2 F';2022-09-17 17:59:31;3.049
165;2.694;;U' F U2 R2 U' F R' F2 U2 F';2022-09-17 17:59:40;2.694
166;3.330;;U F2 U2 R' F' R2 F2 U' R' U';2022-09-17 17:59:51;3.330
167;3.883;;F' R U2 R F U2 F2 R2 U';2022-09-17 18:00:04;3.883
168;2.958;;F2 U2 F' R2 U R' F' U' R U';2022-09-17 18:00:16;2.958
169;2.906;;R F2 R F2 R2 F' U' R2 U2 R';2022-09-17 18:00:36;2.906
170;3.158;;F2 U R' F' R' F2 U R' F;2022-09-17 18:00:46;3.158
171;2.769;;F R2 U R' F' U' F U2 F';2022-09-17 18:00:58;2.769
172;3.227;;R U R U2 R2 F2 U' F2 R';2022-09-17 18:01:11;3.227
173;2.933;;R' U' R2 U' R2 F U2 R' U;2022-09-17 18:01:20;2.933
174;3.396;;U2 F U2 R' F' U2 F2 U' R' F;2022-09-17 18:01:30;3.396
175;2.246;;U2 F' U F R2 F R U F;2022-09-17 18:01:40;2.246
176;2.925;;F' R U' R' F' U2 R' U' F';2022-09-17 18:01:53;2.925
177;2.661;;U2 F2 U' R' U2 F' U2 R' F';2022-09-17 18:02:01;2.661
178;3.159;;F' U2 R U' F R U2 F2 R' F2;2022-09-17 18:02:14;3.159
179;2.601;;R' U' R' F U2 R' F' R2 U2;2022-09-17 18:02:25;2.601
180;3.386;;F2 R2 U' R F2 R U F' R2;2022-09-17 18:02:35;3.386
181;2.634;;F2 R' U2 R U' R F2 R U2;2022-09-17 18:02:57;2.634
182;2.337;;F2 U' F R2 F U F2 U F' U2;2022-09-17 18:03:05;2.337
183;3.224;;U' F R2 F R F2 U2 R U';2022-09-17 18:03:14;3.224
184;2.176;;R F' U' F' U2 F' R F R';2022-09-17 18:03:40;2.176
185;2.553;;R' U2 F U' R' F' R' U F';2022-09-17 18:03:50;2.553
186;2.567;;U2 R F' R' F' U2 R2 F' R2;2022-09-17 18:04:00;2.567
187;2.394;;F U' F' R2 F' U F' R' U';2022-09-17 18:04:14;2.394
188;2.748;;R U F2 U' F2 R F' U F2;2022-09-17 18:04:23;2.748
189;3.258;;R2 F' U R U R' F2 U F2;2022-09-17 18:04:34;3.258
190;2.661;;R U2 R' U2 R' U' R F' U;2022-09-17 18:04:49;2.661
191;2.496;;F2 U R2 U R2 U2 F2 U' R';2022-09-17 18:05:01;2.496
192;2.807;;F2 R2 U' R' U R2 F' U F2;2022-09-17 18:05:18;2.807
193;2.983;;F2 R' F U2 F U F2 R U';2022-09-17 18:05:34;2.983
194;2.560;;U' F2 R2 F R' F' R U R';2022-09-17 18:05:47;2.560
195;2.182;;U2 F2 U R F' R2 F R2 F' R2;2022-09-17 18:05:55;2.182
196;2.287;;R U2 F U' F2 R' F' R' U2;2022-09-17 18:06:04;2.287
197;2.687;;U' R F2 R F R U R2 U';2022-09-17 18:06:20;2.687
198;2.570;;U F2 U2 F2 R F' R' U F2;2022-09-17 18:06:44;2.570
199;3.374;;F U F2 R2 F2 R F R F';2022-09-17 18:06:55;3.374
200;2.685;;R' F R F2 U' F' R' F2 U';2022-09-17 18:07:11;2.685
201;3.427;;F R2 F' R' U2 R F' U2 F2 R2;2022-09-17 18:07:21;3.427
202;2.585;;R' U' R' F U' F U2 F' R';2022-09-17 18:07:30;2.585
203;4.146;;R' F2 R2 F' R2 U' F R' U;2022-09-17 18:07:40;4.146
204;3.010;;F' R' U F' U F' U R2 U' F';2022-09-17 18:08:21;3.010
205;2.516;;R U F U2 R' U' R2 U2 F';2022-09-17 20:24:46;2.516
206;2.460;;R U' R' F U2 R' U' F R2;2022-09-17 20:24:57;2.460
207;2.840;;F2 U' R2 F2 U' R U' R2 U' R';2022-09-17 20:25:45;2.840
208;3.362;;R' F2 R' U R2 U F2 R F2;2022-09-17 20:25:53;3.362
209;3.032;;F R' U2 F R' U2 R' F2 R' U';2022-09-17 20:26:07;3.032
210;3.286;;U' F2 R' U F U' F R2 U2;2022-09-17 20:27:27;3.286
211;2.697;;F' R F2 R F' R' U F U';2022-09-17 20:27:40;2.697
212;2.953;;F R U' R2 U F2 U R' U2;2022-09-17 21:21:04;2.953
213;2.708;;F R2 F' R' F R F' R U';2022-09-17 21:21:13;2.708
214;2.235;;R F' R' F R2 F R F' R2;2022-09-17 21:21:23;2.235
215;3.227;;F2 R' U2 R F2 R F U2 R';2022-09-17 21:21:46;3.227
216;2.102;;R' U F' R2 F' R' F R2 U2;2022-09-17 21:21:55;2.102
217;3.298;;R F2 R' F2 U2 R2 U' F2 R';2022-09-17 21:22:11;3.298
218;3.033;;F2 U' F' R U' F2 U' F' U';2022-09-17 21:22:21;3.033
219;3.839;;U2 F U F' R F U' R2 F2 U2;2022-09-17 21:22:33;3.839
220;2.863;;F2 R F' U' F2 U2 F' R2 U2;2022-09-17 21:22:46;2.863
221;2.432;;U2 F R' U F' U R F2 R2;2022-09-17 21:22:56;2.432
222;2.453;;F U R' U2 F' U' R F' R';2022-09-17 21:23:04;2.453
223;3.023;;F' R2 U' R F U2 R U F';2022-09-17 21:23:12;3.023
224;4.259;;F2 U R U F2 R' U R2 U';2022-09-17 21:23:23;4.259
225;3.412;;F' U R2 U' R2 F R F2 R;2022-09-17 21:23:34;3.412
226;2.972;;R2 F2 U F' R' U F' U F';2022-09-17 21:23:44;2.972
227;2.366;;U F2 R F2 R F R' U R' F2;2022-09-17 21:24:11;2.366
228;2.574;;U' F U' R U F2 U2 R F' U';2022-09-17 21:24:20;2.574
229;2.601;;F2 U2 F U' F2 U R' F' R' U';2022-09-17 21:24:29;2.601
230;3.616;;F' U' R' U' R2 U2 F U' F';2022-09-17 21:24:42;3.616
231;2.099;;R' F' U R2 U' R2 U R2 U' R';2022-09-17 21:24:55;2.099
232;2.330;;F' R F2 U R' F R2 U' F2;2022-09-17 21:25:04;2.330
233;2.575;;U R2 U' F' R' U' F2 R' U';2022-09-17 21:25:13;2.575
234;2.224;;F2 U' R2 U' R' U' F' U R';2022-09-17 21:25:20;2.224
235;3.639;;U R' F R2 U2 R2 U F2 U;2022-09-17 21:25:30;3.639
236;3.720;;F U' R2 U R' F U2 R2 U';2022-09-17 21:25:44;3.720
237;1.937;;R F U' F U F' R' U R;2022-09-17 21:26:10;1.937
238;3.720;;R U' R F' R2 F' R' U F';2022-09-17 21:26:25;3.720
239;4.268;;U R' F2 R F R2 F2 R2 U';2022-09-17 21:26:36;4.268
240;3.334;;U' F2 R' U F' R2 U' R U;2022-09-17 21:26:50;3.334
241;2.468;;R2 F U2 F' R U R2 F2 U2;2022-09-17 21:27:00;2.468
242;4.803;;R' U2 F' U' F2 U R2 U F';2022-09-17 21:27:19;4.803
243;1.658;;R2 F R' F' R2 F' U' R2 U';2022-09-17 21:27:33;1.658
244;2.698;;U F2 R' F2 R2 U' R' U2 R2;2022-09-17 21:27:41;2.698
245;2.551;;R F U2 R' U' R U2 R F';2022-09-17 21:27:54;2.551
246;4.134;;R' F U2 R2 F U F U2 R' F';2022-09-17 21:28:04;4.134
247;0.753;;R U' F' U F' U F U F';2022-09-17 21:28:33;0.753
248;3.220;;U F' R2 F' U2 R' U' R' F;2022-09-17 21:28:40;3.220
249;2.803;;U2 R' U' R2 U' F2 R U' R;2022-09-17 21:29:12;2.803
250;3.325;;F' R' U F R' F2 R' U F2;2022-09-17 21:29:23;3.325
251;3.685;;R2 F2 R U2 F' U2 F' R' U';2022-09-17 21:29:34;3.685
252;3.467;;R' F2 R' F' U R2 F R' F';2022-09-17 21:29:46;3.467
253;2.614;;R' F U R' U R' F U R;2022-09-17 21:59:00;2.614
254;2.691;;U' R F2 R U2 F' U F R';2022-09-17 21:59:11;2.691
255;2.896;;U' F R U' R F' R' F' U2;2022-09-17 21:59:21;2.896
256;3.056;;U' F2 R F R' F2 U F2 U';2022-09-17 22:02:32;3.056
257;2.581;;R' F' R2 U R2 F2 R' F2 R2;2022-09-17 22:02:42;2.581
258;3.155;;R F' R' U R F' R2 F' R' U2;2022-09-17 22:03:12;3.155
259;2.720;;R2 U F2 R' F2 R F U2 R' F2;2022-09-17 22:04:07;2.720
260;3.054;;R2 F R2 U2 F' U F2 R2 F';2022-09-17 22:04:32;3.054
261;2.766;;F U F' U2 F' U' R F' U';2022-09-17 22:04:57;2.766
262;2.816;;U' F R' U2 R F' R F' R2;2022-09-17 22:05:06;2.816
263;3.046;;U2 F' U2 R' F' U2 F R2 U;2022-09-17 22:05:15;3.046
264;1.931;;U2 F' R' F2 U' R F' R U2;2022-09-17 22:05:39;1.931
265;2.025;;R' U2 R2 F' R' F2 R U' R F2;2022-09-17 22:06:10;2.025
266;1.683;;F2 R2 U2 F R' F U' F R' F';2022-09-17 22:06:22;1.683
267;2.475;;R' U F' U' F R' U F U';2022-09-17 22:06:46;2.475
268;1.960;;U R F2 R U2 R U2 R2 F2;2022-09-17 22:07:15;1.960
269;1.687;;F' R U2 F R2 F' R F' U2 R2;2022-09-17 22:07:26;1.687
270;3.959;;U2 F' R U' R U R2 U2 F' U';2022-09-17 22:07:40;3.959
271;2.768;;R2 U' R F' U' R U' F' R;2022-09-17 22:50:37;2.768
272;2.634;;F2 R' U F U' R F' U2 R' F2;2022-09-17 22:50:47;2.634
273;2.879;;U2 R' U2 F R U2 R2 U2 F';2022-09-17 22:50:57;2.879
274;1.878;;U2 F R2 F' R2 U2 F R2 F2;2022-09-17 22:51:12;1.878
275;3.238;;R2 U' F2 U' R2 U' F U' F';2022-09-17 22:51:34;3.238
276;3.099;;F2 R' U2 R' F2 U2 F' U' R';2022-09-17 22:51:44;3.099
277;2.561;;F U F U' R F2 U' R' F;2022-09-17 22:51:59;2.561
278;2.274;;U2 F R' F R' F R2 F' U;2022-09-17 22:52:09;2.274
279;2.874;;R' F2 R2 F' U' R2 F2 U' F';2022-09-17 22:52:20;2.874
280;2.211;;F U' R U2 F' U2 F R2 U';2022-09-17 22:52:29;2.211
281;3.423;;U2 R F U' R U F R2 U;2022-09-17 22:53:09;3.423
282;3.262;;U F' U R' F2 U R U2 R;2022-09-17 22:53:27;3.262
283;2.420;;R F' U2 F' U' R' U' F' U';2022-09-17 22:53:38;2.420
284;3.922;;F R U2 F' R U' R U' R;2022-09-17 22:53:49;3.922
285;2.719;;R F' U' R' U' F U2 R' F2 R';2022-09-17 22:54:05;2.719
286;3.420;;U' F U' R2 F R U' R' U';2022-09-17 22:54:13;3.420
287;2.705;;U' R' U' F R' F U' F2 U F2;2022-09-17 22:54:23;2.705
288;3.024;;F U' R' U2 F2 U' F R2 F';2022-09-17 22:54:33;3.024
289;3.069;;R' F2 U F' R' U F R' F2;2022-09-17 22:54:48;3.069
290;3.545;;U R2 F' R U2 F2 R' F U';2022-09-17 22:55:00;3.545
291;3.247;;U' F R2 F U' R2 U R2 U';2022-09-17 22:55:14;3.247
292;3.073;;F' R F R2 U' R2 U R2 F';2022-09-17 22:55:24;3.073
293;2.996;;F' R F' U' F2 U' R U R' U2;2022-09-17 22:55:35;2.996
294;2.589;;R2 F U2 F R U' R2 F R2;2022-09-23 17:07:21;2.589
295;2.097;;R2 U2 F U' F U' F U' R' U';2022-09-23 17:07:29;2.097
296;2.412;;F2 U' R' F U2 F R' U2 R';2022-09-23 17:08:06;2.412
297;1.110;;R2 U' F' R2 U2 R' F2 R F';2022-09-23 17:08:17;1.110
298;1.978;;F2 R2 F2 U F' U' R F2 R;2022-09-23 17:08:27;1.978
299;1.802;;U' F' R U2 R' F R2 U' F2;2022-09-23 17:08:44;1.802
300;2.451;;R2 F2 R' F' R F' R F2 R;2022-09-23 17:08:55;2.451
301;3.788;;R F U R' U2 F U F U';2022-09-23 17:09:55;3.788
302;2.202;;U' R2 F2 R U R U' F R2 U';2022-09-23 17:10:05;2.202
303;2.983;;R F R2 U' F' R' U' F R' F';2022-09-23 17:10:20;2.983
304;4.132;;F U' R' F' R' F U2 R2 F;2022-09-23 17:10:34;4.132
305;2.683;;F' R U2 R' F2 U' F' R F2;2022-09-23 17:10:44;2.683
306;3.221;;U F2 R' U R U2 F' R' F';2022-09-23 17:10:54;3.221
307;2.880;;R2 U' F' U' F2 U' F' R' U';2022-09-23 17:11:06;2.880
308;3.306;;F2 R' F U' F' U F R U';2022-09-23 17:11:18;3.306
309;3.338;;U2 F' U2 R U R2 U F U' F2;2022-09-23 17:11:28;3.338
310;3.089;;R U2 F R' U R2 F' U2 R' U';2022-09-23 17:11:40;3.089
311;2.873;;U R2 U R' F R' U F' U' R2;2022-09-23 17:13:46;2.873
312;3.558;;F R2 F U' F U' F R2 F';2022-09-23 17:13:56;3.558
313;1.895;;R2 U' F' R F U' R2 U2 R';2022-09-23 17:14:05;1.895
314;3.028;;U' R' U2 F2 U' R2 U R U';2022-09-23 17:14:27;3.028
315;2.503;;F2 U2 F2 U' F' R2 F' U R';2022-09-23 17:14:37;2.503
316;2.992;;U' R' F R' F2 R U2 R2 U';2022-09-23 17:14:44;2.992
317;3.464;;F2 R' U R' F U' R2 F R' F';2022-09-23 17:14:56;3.464
318;2.953;;F' R2 F' R2 F R2 U' F2 U';2022-09-23 17:15:08;2.953
319;2.814;;F R' F' U' R2 F2 U2 F' U2 F';2022-09-23 17:15:25;2.814
320;3.274;;F U R2 U2 R' F' R' F2 R2;2022-09-23 17:15:35;3.274
321;3.048;;F2 U' F' R2 U R' F' R' U';2022-09-23 17:15:48;3.048
322;3.544;;F2 U2 F R' F2 R' F2 U2 R2;2022-09-23 17:16:01;3.544
323;3.284;;U2 F R' U R' U R2 U F' R2;2022-09-23 17:16:12;3.284
324;3.336;;U R2 F' R F2 R' F2 R2 U';2022-09-23 17:16:28;3.336
325;2.727;;F' R' U2 F2 R' F U F2 R';2022-09-23 17:16:40;2.727
326;2.651;;R U2 F' R U2 F' R' U F';2022-09-23 17:16:55;2.651
327;3.331;;U2 R' U R F U' R2 U F' R';2022-09-23 17:17:05;3.331
