No.;Time;Comment;Scramble;Date;P.1
11;9.890;; (0,-1)/ (0,3)/ (3,0)/ (4,-2)/ (-1,-4)/ (3,0)/ (-2,-3)/ (-3,-3)/ (-1,-2)/ (2,-2)/ (4,-4)/;2022-03-28 18:00:06;9.890
12;10.910;; (-2,-3)/ (6,-3)/ (5,-4)/ (0,-3)/ (6,-3)/ (-5,0)/ (6,-3)/ (1,-3)/ (-1,0)/;2022-03-28 18:01:08;10.910
13;13.870;; (0,2)/ (-5,1)/ (0,3)/ (-1,-4)/ (3,0)/ (-2,-5)/ (-4,0)/ (-3,0)/ (4,0)/ (5,0)/ (2,-3)/ (2,0)/ (0,-5)/;2022-03-28 18:01:38;13.870
14;11.150;; (4,0)/ (6,0)/ (0,-3)/ (-1,-4)/ (0,-3)/ (4,-5)/ (-1,0)/ (-3,0)/ (0,-1)/ (-4,0)/ (4,0)/ (5,0)/;2022-03-28 18:02:13;11.150
15;11.510;; (0,-1)/ (6,3)/ (1,4)/ (-1,-4)/ (-3,0)/ (6,-5)/ (0,-3)/ (-2,0)/ (-4,-1)/ (3,-5);2022-03-28 18:02:49;11.510
16;9.490;; (3,5)/ (0,-3)/ (3,0)/ (1,-2)/ (0,-3)/ (-1,0)/ (-3,-3)/ (0,-5)/ (4,-2)/ (6,0);2022-03-28 18:03:24;9.490
17;12.570;; (4,0)/ (6,3)/ (2,5)/ (-3,0)/ (4,-2)/ (3,0)/ (0,-1)/ (0,-3)/ (0,-3)/ (0,-5)/ (-1,0)/ (-2,0);2022-03-28 18:04:13;12.570
18;13.330;; (1,0)/ (-1,-1)/ (-3,0)/ (1,-2)/ (-4,-4)/ (3,0)/ (0,-2)/ (-3,-3)/ (0,-3)/ (4,0)/ (-2,0)/ (4,0)/;2022-03-28 18:04:50;13.330
19;11.120;; (0,-4)/ (-3,6)/ (-2,-5)/ (2,-1)/ (4,-5)/ (3,-4)/ (0,-3)/ (-3,-2)/ (2,0)/ (-3,0)/ (4,0);2022-03-28 18:05:26;11.120
20;14.610;; (0,-1)/ (4,1)/ (-3,6)/ (5,-4)/ (3,-3)/ (1,0)/ (0,-3)/ (0,-3)/ (0,-5)/ (0,-2)/ (3,-4)/ (-4,0)/;2022-03-31 17:59:22;14.610
21;9.700;; (0,-1)/ (0,-3)/ (3,-3)/ (6,0)/ (-2,-2)/ (0,-3)/ (-4,-3)/ (-3,0)/ (0,-1)/ (0,-5)/ (0,-4)/ (-3,0)/ (0,-2)/ (-3,0);2022-03-31 17:59:54;9.700
22;13.730;; (-5,0)/ (5,2)/ (-5,1)/ (3,0)/ (0,-3)/ (-4,-1)/ (0,-2)/ (-3,-3)/ (4,-1)/ (0,-4)/ (-2,-4)/ (0,-4);2022-03-31 18:00:19;13.730
23;12.320;; (-2,3)/ (6,3)/ (-1,-1)/ (0,-3)/ (1,-2)/ (0,-1)/ (-3,0)/ (3,0)/ (0,-2)/ (0,-4)/ (3,-4)/ (-2,0)/ (-1,0);2022-03-31 18:00:46;12.320
24;10.760;; (0,-4)/ (-2,-2)/ (0,-3)/ (-4,-4)/ (-3,0)/ (3,-3)/ (-5,0)/ (3,0)/ (6,-3)/ (-3,-2)/ (0,-4)/ (-3,-4)/;2022-03-31 18:01:24;10.760
25;13.920;; (0,5)/ (-3,0)/ (-2,4)/ (6,0)/ (-3,0)/ (0,-3)/ (6,-4)/ (-3,0)/ (0,-3)/ (1,-3)/ (6,-2)/ (0,-4);2022-03-31 18:02:02;13.920
26;9.050;; (4,-3)/ (-3,6)/ (-3,0)/ (-4,-4)/ (3,0)/ (4,0)/ (-3,-3)/ (-5,0)/ (4,0)/ (4,-2)/ (0,-2)/ (-5,0);2022-03-31 18:02:57;9.050
27;11.010;; (4,-3)/ (2,2)/ (-3,0)/ (4,-2)/ (0,-3)/ (0,-1)/ (-3,-3)/ (0,-4)/ (0,-5)/ (1,-2)/ (6,-2)/;2022-03-31 18:03:37;11.010
28;13.910;; (-5,0)/ (0,-3)/ (-3,-3)/ (5,-1)/ (0,-3)/ (0,-3)/ (4,0)/ (0,-3)/ (0,-3)/ (3,0)/ (6,-1)/ (0,-4)/ (0,-4)/ (0,-2)/;2022-03-31 18:04:12;13.910
29;13.140;; (4,0)/ (3,0)/ (0,3)/ (5,-1)/ (-3,0)/ (4,0)/ (3,0)/ (3,0)/ (-1,-3)/ (0,-2)/ (-4,0)/ (5,-2)/ (-5,0)/;2022-03-31 18:04:50;13.140
30;13.460;; (0,2)/ (1,-5)/ (-3,0)/ (5,-1)/ (0,-3)/ (0,-2)/ (-3,0)/ (-3,0)/ (-1,0)/ (4,0)/ (2,0)/ (-3,0)/ (6,0);2022-03-31 18:05:35;13.460
31;9.450;; (0,-4)/ (-2,4)/ (2,-1)/ (0,-3)/ (1,-2)/ (3,0)/ (0,-1)/ (3,0)/ (-4,0)/ (1,0)/ (2,0)/ (6,0)/ (0,-3)/ (0,-2)/;2022-03-31 18:06:26;9.450
32;13.860;; (4,-3)/ (-3,6)/ (0,-3)/ (2,-4)/ (1,-2)/ (-4,0)/ (-3,0)/ (0,-3)/ (-2,0)/ (-2,0)/ (4,-1)/ (4,-5)/;2022-04-02 11:10:07;13.860
33;13.750;; (0,5)/ (0,-3)/ (3,0)/ (-5,-5)/ (2,-4)/ (3,0)/ (3,-2)/ (6,-3)/ (2,-5)/ (6,-4)/ (-1,-2)/ (-3,0);2022-04-02 11:10:36;13.750
34;12.730;; (3,-4)/ (-5,4)/ (-4,-1)/ (3,-3)/ (-3,0)/ (-2,0)/ (0,-3)/ (0,-3)/ (0,-1)/ (2,0)/ (6,-4)/ (0,-1)/;2022-04-02 11:11:07;12.730
35;13.930;; (3,2)/ (0,-3)/ (-2,-2)/ (2,-1)/ (6,0)/ (-3,0)/ (-5,0)/ (0,-3)/ (-1,0)/ (1,0)/ (-4,0)/ (0,-3)/ (-2,0);2022-04-02 11:11:37;13.930
36;15.760;; (0,5)/ (-5,4)/ (5,-1)/ (-2,-5)/ (5,0)/ (3,0)/ (-5,-4)/ (0,-2)/ (0,-5)/ (0,-4)/ (0,-4)/ (6,-5)/ (5,0);2022-04-02 11:12:17;15.760
37;14.580;; (1,-3)/ (3,-3)/ (-4,-1)/ (0,-3)/ (-2,-2)/ (2,-3)/ (-3,0)/ (0,-1)/ (-4,0)/ (4,0)/ (-1,0)/ (4,-3)/ (4,0);2022-04-02 11:12:54;14.580
38;12.450;; (0,-4)/ (-5,1)/ (5,-4)/ (0,-3)/ (4,-2)/ (6,-4)/ (3,0)/ (6,-5)/ (5,0)/ (0,-2)/ (-3,-2)/ (-2,0)/;2022-04-03 14:26:48;12.450
39;14.140;; (1,0)/ (0,3)/ (-1,-4)/ (-3,0)/ (0,-3)/ (1,0)/ (0,-3)/ (0,-2)/ (0,-1)/ (-4,-3)/ (-4,0)/ (6,-4)/ (-5,0)/ (0,-2)/;2022-04-03 14:27:45;14.140
40;13.810;; (1,0)/ (3,0)/ (3,0)/ (0,-3)/ (5,-4)/ (3,-3)/ (-2,-3)/ (-3,-3)/ (3,0)/ (0,-4)/ (0,-4)/ (0,-4)/ (0,-2);2022-04-03 14:28:22;13.810
41;10.670;; (-3,-4)/ (0,3)/ (-2,1)/ (-3,0)/ (-1,-4)/ (6,-5)/ (-3,-3)/ (0,-5)/ (4,-2)/ (-2,0)/ (2,-2)/ (4,-2);2022-04-03 14:28:51;10.670
42;13.610;; (-5,0)/ (2,-1)/ (3,0)/ (0,-3)/ (3,-3)/ (-2,-5)/ (5,0)/ (-3,-3)/ (-3,-1)/ (0,-5)/ (-5,-4)/ (6,0);2022-04-05 20:30:45;13.610
43;13.440;; (0,-1)/ (3,0)/ (0,-3)/ (3,0)/ (1,-5)/ (-4,-1)/ (-2,-3)/ (0,-3)/ (3,-2)/ (-3,0)/ (-1,0)/ (6,-2)/ (1,0)/;2022-04-05 20:31:16;13.440
44;13.820;; (1,0)/ (2,5)/ (-3,3)/ (-3,0)/ (1,-2)/ (-3,0)/ (-1,0)/ (-3,-3)/ (0,-1)/ (2,0)/ (4,-2);2022-04-05 20:31:46;13.820
45;11.820;; (0,5)/ (6,3)/ (1,4)/ (-1,-4)/ (3,0)/ (-3,0)/ (0,-2)/ (-3,0)/ (0,-1)/ (6,-2)/ (-4,0)/ (-3,0)/ (6,0);2022-04-05 20:32:17;11.820
46;12.210;; (-5,0)/ (-3,0)/ (-1,5)/ (0,-3)/ (-5,-2)/ (-3,0)/ (2,-3)/ (6,0)/ (3,0)/ (0,-1)/ (0,-5)/ (-3,0)/ (-4,0)/;2022-04-05 20:32:51;12.210
47;10.270;; (-5,0)/ (0,3)/ (3,-3)/ (5,-4)/ (-3,0)/ (3,0)/ (-3,-5)/ (3,0)/ (-5,-4)/ (-3,0)/ (-1,-2)/ (-4,0)/ (-1,-2);2022-04-05 20:33:15;10.270
48;14.210;; (-5,-3)/ (0,-3)/ (-1,-1)/ (1,-2)/ (-4,-1)/ (6,-5)/ (0,-3)/ (-2,-3)/ (2,0)/ (4,-3)/ (0,-5)/ (-4,0)/;2022-04-05 20:33:41;14.210
49;13.310;; (0,2)/ (0,3)/ (0,-3)/ (3,0)/ (3,-3)/ (-5,-5)/ (-4,0)/ (-3,-3)/ (0,-1)/ (-4,0)/ (4,-5)/ (0,-2)/ (2,0);2022-04-06 16:06:13;13.310
50;13.070;; (-5,0)/ (5,-1)/ (-3,0)/ (3,0)/ (4,-5)/ (0,-4)/ (0,-3)/ (-1,0)/ (-5,0)/ (-4,0)/ (2,-2)/ (-4,0)/ (-5,-4);2022-04-06 16:06:54;13.070
51;13.940;; (0,-4)/ (4,-5)/ (3,0)/ (0,-3)/ (-1,-1)/ (-3,0)/ (4,0)/ (6,-3)/ (1,0)/ (0,-4)/ (2,0)/ (5,0);2022-04-06 16:07:27;13.940
52;6.760;; (1,0)/ (-1,2)/ (-5,-2)/ (5,-4)/ (-3,0)/ (-5,0)/ (3,0)/ (-3,0)/ (-1,-5)/ (0,-2)/ (-2,0)/ (2,-2);2022-04-07 16:02:36;6.760
53;11.670;; (1,0)/ (2,2)/ (1,-5)/ (-1,-4)/ (-5,0)/ (-3,-3)/ (-5,0)/ (4,-2)/ (6,-2)/ (2,0)/ (5,-2)/ (2,0)/;2022-04-07 16:03:02;11.670
54;10.010;; (4,0)/ (5,-1)/ (-3,0)/ (0,-3)/ (1,-2)/ (5,-1)/ (0,-5)/ (-3,0)/ (0,-1)/ (2,0)/ (1,-2)/ (-2,0)/ (-4,0);2022-04-07 16:03:38;10.010
55;11.710;; (0,2)/ (3,3)/ (6,3)/ (1,-2)/ (3,-3)/ (-1,0)/ (3,0)/ (1,-4)/ (-2,0)/ (2,-4)/ (-4,0)/ (-3,0);2022-04-07 16:04:24;11.710
56;11.640;; (0,-4)/ (-3,0)/ (-3,0)/ (-2,-5)/ (-3,0)/ (-1,-1)/ (6,-2)/ (3,0)/ (-5,-4)/ (3,-4)/ (-2,0)/ (0,-2)/ (2,0);2022-04-08 17:18:03;11.640
57;12.730;; (-2,0)/ (0,-3)/ (2,-4)/ (-3,0)/ (1,-5)/ (-4,0)/ (3,0)/ (1,-4)/ (-2,0)/ (2,-5)/ (0,-2)/ (2,0)/ (0,-2)/ (5,0);2022-04-08 17:18:39;12.730
58;11.610;; (3,-4)/ (-2,-2)/ (-3,0)/ (2,-4)/ (-3,0)/ (6,0)/ (0,-5)/ (-3,-3)/ (-3,0)/ (5,0)/ (0,-5)/ (-2,-5)/ (-4,0);2022-04-09 11:07:40;11.610
59;10.120;; (0,-4)/ (3,0)/ (-5,4)/ (2,-4)/ (1,-2)/ (5,-3)/ (0,-3)/ (4,-1)/ (4,0)/ (-1,-2)/ (-4,-2)/ (-1,0);2022-04-09 11:08:20;10.120
60;13.760;; (0,-4)/ (-3,0)/ (-3,0)/ (3,0)/ (-5,-2)/ (-4,-1)/ (-3,-5)/ (-3,0)/ (0,-1)/ (-4,0)/ (4,0)/ (2,0)/ (-2,0)/ (0,-5)/;2022-04-09 11:09:35;13.760
61;13.830;; (-2,0)/ (-3,6)/ (-4,5)/ (3,0)/ (3,0)/ (4,-5)/ (5,0)/ (0,-3)/ (-2,0)/ (2,0)/ (6,0)/ (-2,0)/ (0,-5)/ (-4,0);2022-04-09 11:10:08;13.830
62;12.840;; (0,-1)/ (-2,4)/ (-3,0)/ (5,-1)/ (1,-5)/ (0,-3)/ (-1,0)/ (3,0)/ (3,-3)/ (-4,-5)/ (4,0)/ (4,-3);2022-04-09 11:10:37;12.840
63;5.090;; (0,2)/ (1,1)/ (-4,2)/ (0,-3)/ (-5,-5)/ (3,0)/ (-1,0)/ (-3,-3)/ (-4,-1)/ (0,-2)/ (0,-2)/ (4,-4);2022-04-09 11:11:38;5.090
64;12.730;; (1,0)/ (-3,0)/ (-3,6)/ (5,-1)/ (-2,-2)/ (3,0)/ (0,-4)/ (-3,-3)/ (1,-4)/ (2,0)/ (-1,-2)/ (4,0);2022-04-09 11:13:26;12.730
65;10.790;; (0,2)/ (-2,-2)/ (-1,-1)/ (-3,0)/ (1,-5)/ (6,0)/ (-1,0)/ (3,0)/ (0,-3)/ (0,-5)/ (0,-3)/ (-1,0)/ (4,0);2022-04-09 11:13:50;10.790
66;9.570;; (-2,0)/ (-1,2)/ (-3,-3)/ (3,0)/ (4,-2)/ (5,0)/ (3,-3)/ (3,0)/ (2,0)/ (3,0)/ (-2,0);2022-04-09 11:15:08;9.570
67;10.620;; (1,0)/ (0,-3)/ (-1,2)/ (4,-2)/ (2,-1)/ (-3,0)/ (4,0)/ (-3,0)/ (-1,0)/ (0,-2)/ (2,-4)/ (4,0)/ (3,-2);2022-04-09 11:15:34;10.620
68;11.670;; (0,2)/ (-3,-3)/ (0,-3)/ (4,-2)/ (3,-3)/ (3,0)/ (0,-1)/ (-3,-3)/ (-5,-2)/ (6,0)/ (-2,0)/ (-4,0)/ (-4,0);2022-04-09 11:17:09;11.670
69;11.550;; (-5,0)/ (2,-4)/ (-3,0)/ (3,0)/ (-2,-2)/ (-1,-4)/ (-5,0)/ (0,-3)/ (-1,-2)/ (-3,-4)/ (-3,0)/ (5,0)/;2022-04-09 12:01:27;11.550
70;9.880;; (-3,-4)/ (4,-2)/ (0,-3)/ (0,-3)/ (5,-4)/ (3,-5)/ (0,-3)/ (3,-1)/ (0,-5)/ (-5,-3)/ (-2,0)/ (2,0)/ (-4,0);2022-04-09 12:01:57;9.880
71;11.770;; (3,2)/ (1,-2)/ (5,-1)/ (-2,-2)/ (6,0)/ (-1,0)/ (-3,0)/ (-2,-3)/ (-2,0)/ (2,0)/ (-4,0)/ (4,0)/ (5,-1);2022-04-09 12:02:26;11.770
72;8.200;; (-5,0)/ (-3,0)/ (3,0)/ (-1,-1)/ (-2,-2)/ (5,-1)/ (4,0)/ (-3,-3)/ (-5,0)/ (0,-2)/ (0,-4)/ (-2,0)/ (0,-5);2022-04-09 12:02:59;8.200
73;10.800;; (1,0)/ (2,-1)/ (3,-3)/ (3,0)/ (-2,-5)/ (3,0)/ (2,0)/ (3,0)/ (-5,0)/ (-4,0)/ (4,0)/ (6,0)/ (0,-4)/ (0,-4);2022-04-09 12:03:24;10.800
74;13.220;; (-3,-1)/ (1,-2)/ (5,-1)/ (0,-3)/ (6,0)/ (-3,0)/ (-5,0)/ (3,0)/ (-3,0)/ (-1,-5)/ (3,-2)/ (6,-2)/ (4,0);2022-04-09 12:04:03;13.220
75;13.160;; (0,5)/ (6,0)/ (0,3)/ (-5,-2)/ (3,0)/ (-1,-1)/ (3,-2)/ (3,0)/ (1,0)/ (4,-1)/ (6,-2)/ (0,-1)/;2022-04-09 12:04:43;13.160
76;12.860;; (0,5)/ (3,0)/ (1,-2)/ (3,0)/ (0,-3)/ (-4,-1)/ (3,-5)/ (3,0)/ (1,0)/ (4,-1)/ (4,-2)/ (-4,0)/ (-2,-3);2022-04-09 12:05:46;12.860
77;10.090;; (0,2)/ (1,-2)/ (2,-1)/ (1,-5)/ (2,-4)/ (6,-5)/ (0,-3)/ (-2,0)/ (6,-1)/ (3,0)/ (2,-4)/ (0,-3);2022-04-09 12:06:20;10.090
78;10.960;; (-5,0)/ (2,-4)/ (4,-5)/ (0,-3)/ (-3,0)/ (2,-4)/ (0,-2)/ (-3,0)/ (-3,0)/ (0,-3)/ (0,-5)/ (-1,-2)/ (-2,0);2022-04-09 12:06:47;10.960
79;11.650;; (1,3)/ (-4,5)/ (1,-5)/ (3,0)/ (-4,-1)/ (-2,0)/ (-3,-3)/ (1,-4)/ (2,0)/ (-1,-2)/ (-2,-3)/ (-3,0);2022-04-09 16:38:19;11.650
80;11.390;; (-5,0)/ (0,-3)/ (-1,2)/ (3,0)/ (0,-3)/ (-3,0)/ (-5,0)/ (0,-3)/ (-1,0)/ (1,-4)/ (-4,0)/;2022-04-09 16:38:49;11.390
81;12.250;; (-5,0)/ (-4,2)/ (-3,0)/ (6,-3)/ (4,-5)/ (-4,-3)/ (0,-3)/ (0,-1)/ (-3,-2)/ (-2,0)/ (3,-2)/ (4,0)/ (4,0);2022-04-09 16:39:20;12.250
82;10.490;; (0,-4)/ (-3,0)/ (1,1)/ (3,0)/ (0,-3)/ (0,-3)/ (-1,0)/ (6,-3)/ (-4,-3)/ (0,-3)/ (6,-2)/ (-2,-4)/;2022-04-09 16:40:31;10.490
83;11.760;; (0,-4)/ (-2,1)/ (-3,3)/ (-4,-1)/ (-5,0)/ (0,-3)/ (0,-3)/ (0,-5)/ (-1,-2)/ (-3,0)/ (0,-2)/ (0,-5)/ (6,0);2022-04-09 16:40:56;11.760
84;13.610;; (0,-1)/ (-3,3)/ (4,1)/ (-1,-4)/ (0,-3)/ (3,-2)/ (3,0)/ (1,0)/ (-4,0)/ (-4,-4)/ (1,0)/ (4,0)/;2022-04-09 16:41:20;13.610
85;11.820;; (0,2)/ (0,3)/ (0,-3)/ (1,-5)/ (0,-3)/ (5,-1)/ (0,-5)/ (0,-3)/ (0,-1)/ (4,0)/ (0,-4)/ (-4,0)/ (-4,-3);2022-04-09 16:41:51;11.820
86;12.930;; (0,2)/ (-2,1)/ (-1,-1)/ (-3,0)/ (4,-5)/ (0,-3)/ (5,0)/ (-3,-3)/ (4,-1)/ (6,-2)/ (2,0)/ (-2,0);2022-04-09 16:42:21;12.930
87;13.830;; (0,2)/ (4,1)/ (3,0)/ (-4,-1)/ (-3,0)/ (-2,-5)/ (-1,0)/ (-3,0)/ (-2,0)/ (0,-4)/ (-2,0)/ (0,-5)/ (2,0)/ (0,-2);2022-04-09 17:04:20;13.830
88;10.990;; (0,2)/ (-2,-5)/ (2,-1)/ (0,-3)/ (1,-2)/ (-3,-1)/ (0,-3)/ (-3,0)/ (0,-4)/ (2,-2)/ (-1,0)/ (2,0)/ (-3,0)/;2022-04-09 17:22:31;10.990
89;6.130;; (0,-1)/ (3,6)/ (1,-2)/ (0,-3)/ (5,-4)/ (0,-3)/ (-2,0)/ (-3,-3)/ (3,0)/ (-4,-4)/ (0,-4)/ (-2,-4);2022-04-09 17:23:01;6.130
90;11.640;; (-5,0)/ (-3,0)/ (-1,-4)/ (3,0)/ (0,-3)/ (-2,0)/ (-3,0)/ (5,0)/ (-2,0)/ (2,0)/ (-1,0)/ (-4,-3)/ (6,0);2022-04-10 13:18:47;11.640
91;10.240;; (0,2)/ (-5,-5)/ (0,-3)/ (-1,-1)/ (3,-3)/ (3,0)/ (-2,0)/ (-3,0)/ (3,0)/ (2,0)/ (4,0)/ (-4,-3)/ (6,0)/ (-1,0);2022-04-10 13:19:15;10.240
92;8.740;; (0,2)/ (6,-3)/ (0,3)/ (4,-2)/ (0,-3)/ (6,0)/ (0,-1)/ (-3,-3)/ (-5,0)/ (-2,0)/ (2,0)/ (-4,-3);2022-04-10 13:19:46;8.740
93;13.170;; (1,-3)/ (6,-3)/ (2,-1)/ (-3,0)/ (-3,-3)/ (-2,0)/ (0,-3)/ (6,-2)/ (3,0)/ (0,-2)/ (-1,0)/;2022-04-10 13:20:11;13.170
94;13.620;; (-2,3)/ (3,0)/ (-1,2)/ (3,-3)/ (4,-5)/ (0,-4)/ (-3,0)/ (-1,0)/ (4,-3)/ (4,-3)/ (6,0)/;2022-04-10 13:46:24;13.620
95;8.980;; (0,-4)/ (0,6)/ (3,3)/ (-5,-2)/ (-4,-1)/ (-2,-3)/ (0,-3)/ (-1,0)/ (0,-4)/ (0,-2)/ (3,0)/ (5,0)/ (0,-4);2022-04-10 13:46:56;8.980
96;10.690;; (0,2)/ (-2,4)/ (-1,-4)/ (3,0)/ (-2,-5)/ (0,-1)/ (3,0)/ (0,-3)/ (4,0)/ (3,-2)/ (2,0)/ (0,-4)/ (0,-4)/ (-3,0);2022-04-10 13:47:30;10.690
97;12.330;; (-3,5)/ (0,-3)/ (-5,-5)/ (-3,0)/ (0,-3)/ (0,-3)/ (-4,-3)/ (0,-3)/ (-3,-1)/ (0,-5)/ (0,-2)/ (1,0)/ (5,-2);2022-04-11 17:01:54;12.330
98;13.720;; (0,2)/ (1,4)/ (6,0)/ (-3,0)/ (-3,0)/ (0,-3)/ (-3,-4)/ (-3,-3)/ (3,0)/ (0,-4)/ (-4,0)/ (0,-4)/ (-2,-2)/;2022-04-11 17:03:13;13.720
99;12.370;; (0,-4)/ (-2,4)/ (0,3)/ (-3,-3)/ (0,-3)/ (2,-1)/ (0,-2)/ (0,-3)/ (0,-1)/ (0,-4)/ (-2,0)/ (-3,-2)/;2022-04-11 17:03:41;12.370
100;14.880;; (-2,0)/ (-1,-1)/ (3,0)/ (6,0)/ (0,-3)/ (-5,-2)/ (3,-4)/ (3,0)/ (0,-3)/ (0,-4)/ (4,0)/ (3,-2)/ (0,-1)/;2022-04-11 17:04:11;14.880
101;13.700;; (0,-1)/ (0,-3)/ (4,4)/ (3,0)/ (5,-1)/ (0,-3)/ (3,-5)/ (-3,-3)/ (-2,-1)/ (0,-4)/ (0,-4)/ (6,0);2022-04-11 17:04:43;13.700
102;13.810;; (-5,0)/ (3,0)/ (2,5)/ (3,0)/ (4,-5)/ (-3,-3)/ (0,-4)/ (6,0)/ (0,-3)/ (1,-4)/ (6,-2)/ (2,0)/ (6,0);2022-04-11 17:05:18;13.810
103;12.070;; (0,-1)/ (4,1)/ (-3,-3)/ (3,0)/ (-1,-1)/ (6,-2)/ (0,-3)/ (3,0)/ (-1,-3)/ (0,-5)/ (2,-4)/ (0,-2);2022-04-11 17:05:48;12.070
104;9.430;; (1,0)/ (0,-3)/ (3,-3)/ (-3,0)/ (-4,-4)/ (0,-3)/ (4,-3)/ (-3,0)/ (-1,0)/ (2,-5)/ (2,0)/ (2,-3)/ (6,0);2022-04-11 17:06:25;9.430
105;14.740;; (4,0)/ (-3,-3)/ (-1,-1)/ (6,0)/ (-3,0)/ (-3,0)/ (-2,0)/ (-3,0)/ (-3,0)/ (0,-3)/ (0,-2)/ (4,-1)/ (-4,-1)/ (0,-2);2022-04-11 17:07:00;14.740
106;10.100;; (0,5)/ (0,-3)/ (-5,-2)/ (-3,0)/ (5,-1)/ (3,0)/ (-5,-3)/ (-3,0)/ (5,0)/ (-3,-2)/ (4,-1)/ (-4,0);2022-04-11 17:07:41;10.100
107;14.210;; (4,-3)/ (6,-3)/ (5,-4)/ (0,-3)/ (-2,-3)/ (-3,0)/ (-3,0)/ (-2,0)/ (2,-2)/ (2,-5)/ (4,0)/;2022-04-11 17:08:11;14.210
108;13.630;; (-3,-1)/ (4,4)/ (-4,-1)/ (1,-2)/ (3,-3)/ (0,-1)/ (-3,-3)/ (-1,0)/ (0,-2)/ (-4,0)/ (6,-4);2022-04-16 12:47:12;13.630
109;13.030;; (0,-4)/ (3,0)/ (0,3)/ (4,-5)/ (-1,-4)/ (1,-2)/ (2,0)/ (-3,0)/ (-2,-1)/ (2,0)/ (-4,-2)/ (0,-3)/ (-2,0);2022-04-16 12:48:17;13.030
110;13.500;; (0,-1)/ (3,-3)/ (0,3)/ (4,-5)/ (0,-3)/ (-1,-3)/ (3,0)/ (-5,-4)/ (0,-2)/ (2,-2)/ (3,-2)/;2022-04-16 12:48:46;13.500
111;11.960;; (-2,0)/ (-1,-1)/ (0,-3)/ (3,0)/ (-3,0)/ (4,-5)/ (0,-1)/ (0,-3)/ (-3,-2)/ (0,-2)/ (0,-4)/ (-4,-2)/ (2,0)/;2022-04-16 12:49:41;11.960
112;9.590;; (-2,-3)/ (-3,6)/ (-1,-1)/ (-3,0)/ (-2,-5)/ (-1,0)/ (-3,-3)/ (0,-5)/ (-4,0)/ (0,-2)/ (-3,-4);2022-04-17 09:36:18;9.590
113;13.820;; (-5,0)/ (-3,-3)/ (-4,-1)/ (0,-3)/ (3,0)/ (6,0)/ (-3,-5)/ (-3,0)/ (4,-1)/ (-4,0)/ (-4,-3)/ (0,-4)/ (4,0);2022-04-17 09:36:47;13.820
114;14.750;; (-2,0)/ (3,6)/ (-3,0)/ (-1,-4)/ (-5,-2)/ (0,-3)/ (0,-4)/ (-3,-3)/ (-5,0)/ (4,0)/ (0,-4)/ (6,0)/ (-4,-2)/;2022-04-17 09:37:24;14.750
115;12.440;; (0,-4)/ (3,0)/ (-2,4)/ (-3,0)/ (3,-3)/ (-3,0)/ (0,-4)/ (3,0)/ (0,-3)/ (0,-4)/ (0,-5)/ (-4,-4)/ (0,-4)/ (0,-2)/;2022-04-17 09:38:07;12.440
