No.;Time;Comment;Scramble;Date;P.1
37;13.98;;D2 U F2 U' F2 L2 D2 L2 F2 U' F2 L' B' U' B' D' U2 F2 L F' R2;2022-08-26 17:41:38;13.98
38;12.81;;F U R B2 R' F' U F D2 R F2 D2 R' B2 R B2 U2 R' F2;2022-08-26 17:42:04;12.81
39;12.53;;B2 R D R D F2 U F D2 F' R2 F U2 F L2 B R2 U2 L' B';2022-08-26 17:42:29;12.53
40;11.12;;R L2 B2 D' R2 D' L2 B2 D2 R2 B2 D' F2 L R2 F R2 D L2 F2 L';2022-08-26 17:42:57;11.12
41;17.64;;L F B2 D' F2 L' D B U' L2 U R2 U R2 L2 D2 F2 D' F2 R2 L';2022-08-26 17:43:23;17.64
42;18.51;;B2 F2 L' D2 B2 R U2 B2 L R F2 D F2 R D2 F R F' L F;2022-08-26 17:43:50;18.51
43;12.71;;D2 R2 F' D2 B2 U' R2 F2 U L2 F2 D2 B2 L' D2 B' L U L' B;2022-08-26 17:44:20;12.71
44;12.81;;U' R2 D2 U2 L D2 L' D2 F2 R' U2 L2 D2 U B' D' F D2 F' R2 D;2022-08-26 17:44:42;12.81
45;12.17;;R' U2 L B2 D2 U2 L' B2 U2 L' R U2 F' L' D' B D2 U' F' L' R';2022-08-26 17:45:06;12.17
46;11.15;;B2 U' L2 U' L2 B2 U' B2 R2 D R2 F2 L B R' U' B U' F U' B;2022-08-26 17:45:31;11.15
47;16.15;;L2 U B2 D2 L2 R2 F2 U L2 U F' U' L' U2 F2 L2 U' F' R';2022-08-26 17:45:55;16.15
48;12.20;;B' R B2 D2 F2 L2 F2 L U2 R F2 L' D2 B R2 U L B D R U2;2022-08-26 17:46:25;12.20
49;13.49;;L' D2 R' F' R2 B2 L' U' R' F2 U' B2 U R2 U2 L2 U' F2 L2 D2;2022-08-26 17:46:50;13.49
50;15.88;;L' U' B2 D' U' F2 U' L2 B2 R2 F D2 L' B L2 R' D2 B2 R;2022-08-26 17:47:43;15.88
51;15.01;;L2 D' R2 D' U2 B2 D' F2 L2 F' R2 U' L D U' R' B' U2 R;2022-08-26 20:22:14;15.01
52;15.39;;R U' B' R' U2 D' B' L' U' L2 B2 R' F2 L' B2 R F2 L' B2 D2;2022-08-26 20:23:56;15.39
53;14.34;;B D2 R2 U2 L2 B' U2 F L2 F2 R' U2 F L' D2 F2 D' U' B;2022-08-26 20:24:22;14.34
54;12.47;;L2 U L2 F2 D2 B2 D B2 D' L2 R2 F' U' B' U L' D R' U' R2 U';2022-08-26 20:24:49;12.47
55;14.98;;L B' D2 L2 R2 B D2 U2 F L2 D2 F R' D B' D2 B U2 L' F';2022-08-26 21:06:45;14.98
56;13.20;;U2 R2 B R2 B F' R2 B U2 F2 U2 L' F' R' F U' F2 D2 L U';2022-08-26 21:07:13;13.20
57;16.34;;B D R2 D2 F2 D' B2 L2 R2 U F U R' D F R2 F2 L B D';2022-08-26 21:07:37;16.34
58;13.30;;U2 L2 B' L2 D2 F R2 F2 U2 B' F2 R2 U R' D B' L U2 F2 R F;2022-08-26 21:08:03;13.30
59;14.86;;F R2 U' L F2 D2 R' F D2 B R2 F' U2 B U2 F2 L D';2022-08-26 21:08:26;14.86
60;11.47;;R2 U2 B' U2 B D2 F D2 B2 L2 F2 L2 D' L' R U B F' L R2 B2;2022-08-26 21:08:55;11.47
61;11.29;;U D B2 D2 F R' U' D' R' B2 U' L2 D L2 B2 D2 L2 B2 U;2022-08-26 21:09:18;11.29
62;14.29;;R2 U R2 D' R2 B2 U R2 D' B2 U' R2 B' U F' R' B U2 B R;2022-08-26 21:09:38;14.29
63;13.73;;R F2 U' R2 D L2 F2 D B2 F2 R2 F D' U' B' D' B L F2;2022-08-26 21:10:03;13.73
64;11.20;;D B2 D2 R2 D2 L' U2 R2 F2 R D2 B2 R' D' F R' U L D2 R;2022-08-26 21:10:27;11.20
65;13.01;;D2 L' U' F U' F' R2 D' R2 B2 D2 L2 B L2 D2 F U2 B' D2 L';2022-08-26 21:10:51;13.01
66;13.47;;R U2 B' D2 F2 R2 F D2 F L2 U2 L' F' U' L' F R2 B2 F';2022-08-26 21:11:13;13.47
67;12.24;;F D2 F' U2 L2 B' L2 U2 F' U2 B2 F' L B D' U2 L' B2 D' F2;2022-08-26 21:11:38;12.24
68;13.05;;R' F2 R2 U' R2 F2 D' U' R2 F2 U F2 D' B' L' F R' B2 U F2 L2;2022-08-26 21:12:05;13.05
69;11.64;;R L2 F2 D2 U' B2 D F2 R2 U' L2 B2 R2 F R B' D' U L' D' U2;2022-08-26 21:12:29;11.64
70;11.09;;B2 U F' B2 L' D' L F D2 F U2 B' L2 B R2 U2 F2 B' D;2022-08-26 21:12:51;11.09
71;15.22;;F' U2 D R B2 R' F2 U F2 U2 R2 F' R2 F2 B' R2 L2 U2 B2;2022-08-26 21:13:15;15.22
72;12.67;;D B U2 F2 R2 D' U2 L2 U' B2 D F2 L D2 B' D' L B2 L R2;2022-08-26 21:13:39;12.67
73;11.72;;D2 L' D2 L B2 U2 L' U2 R D2 B2 F U F2 R' B' D2 B' D' L2;2022-08-26 21:14:01;11.72
74;14.42;;D' F2 L D2 F' U2 R2 D' R' U2 B' L2 B2 R2 U2 B D2 B' U2 L2 U2;2022-08-26 21:14:23;14.42
75;12.84;;D' B2 L F2 R B L B2 D2 B2 D' L2 D R2 B2 D B2 U B2 L' D2;2022-08-26 21:14:50;12.84
76;14.02;;F R2 D' L2 U' B2 D2 U' B2 R2 D' R2 F2 B' R' F' R D2 L' D' B';2022-08-26 21:15:18;14.02
77;12.32;;D' B D' F2 D2 B2 F2 U' B2 F2 U' F' U' R U' L B D U';2022-08-26 21:15:40;12.32
78;11.33;;R2 D2 L2 U L2 D' B2 U L2 D L2 B R' F' L2 R U R' B2 L2 F';2022-08-26 21:16:04;11.33
79;13.93;;F L2 F L2 B' R2 B' D2 R2 U B' F L U' R U2 R D2 F';2022-08-26 21:16:24;13.93
80;13.24;;U' B' F2 L U2 R' U2 R2 D2 L F2 R B D2 B2 U' B' D L' B;2022-08-26 21:16:49;13.24
81;11.67;;F2 L2 B2 R2 U L2 U R2 U' L2 D2 L2 R U B R2 U F2 D2 F' R2;2022-08-26 21:17:48;11.67
82;16.72;;R' B2 L2 U' R2 B2 D' F2 L2 R2 D' U' L R' U' B D B F D U2;2022-08-26 21:18:12;16.72
83;11.55;;F' D' R2 F' R U2 L F' L2 U' F2 B2 U' B2 U2 B2 U2 L2 F2 B;2022-08-26 21:18:38;11.55
84;13.37;;U2 R2 F' D' B U2 R' B' R2 D' F2 U' B2 U L2 F2 U2 R2 U' L;2022-08-26 21:19:02;13.37
85;13.79;;R2 D2 F2 L2 D2 B2 D L2 D R2 D' F2 L B F' R2 D2 F' D' R' B';2022-08-26 21:19:26;13.79
86;14.23;;F' L' U2 L' U2 R2 U2 R U2 B2 F2 R2 F' L' D' F' L2 B L';2022-08-26 21:19:49;14.23
87;12.79;;F2 U B2 U' F2 R2 B2 R2 D' B2 U' B' L D' U2 B D' B D2 L2;2022-08-26 21:20:13;12.79
88;14.73;;R2 F R F R D' B' D2 R' D2 F2 L2 B2 R' U2 B2 D2 U' F;2022-08-26 21:20:35;14.73
89;12.14;;U2 B2 R2 U2 R2 F2 R2 D' R2 F2 L D2 B L B' D2 U F D' R';2022-08-26 21:21:01;12.14
90;14.62;;L2 B2 L' B2 R' B2 F2 U2 L F2 R D F' R F2 D2 R2 F2 R2;2022-08-26 21:21:23;14.62
91;11.67;;L2 U L' D' L' F' L' B' U R D2 B2 U2 D2 L F2 U2 L2 U2 R';2022-08-26 21:21:48;11.67
92;14.25;;U R L' F' D R2 B F2 R2 F2 U2 D2 R2 D2 R D2 R B2 U2 D' B;2022-08-26 21:22:12;14.25
93;10.40;;R2 L F' R2 U R B2 U D2 F U2 B2 D2 F' L2 U2 R2 B2 D2 F D;2022-08-26 21:22:37;10.40
94;13.61;;B' L D L' F' L' U' R' B2 D2 L' B2 R' B2 L' F2 R U2 R2 U' R;2022-08-26 21:23:02;13.61
95;12.30;;L2 B D2 U2 F R2 U2 L2 D2 R2 F R' F2 U2 B' U' R' D F' D F;2022-08-26 21:23:29;12.30
96;12.34;;F2 U' L2 R2 B2 R2 U' B2 R2 U2 L2 F R F L' R2 F R2 D U B;2022-08-26 21:23:54;12.34
97;13.10;;D' R2 F2 D2 R2 F2 U' R2 D' R2 F2 L U R2 D' B' R D B D2;2022-08-26 21:24:17;13.10
98;13.34;;R U2 B U R' F D2 L' B U2 D' B2 R2 B2 R2 U2 B2 U R2 L2 B2;2022-08-26 21:24:44;13.34
99;13.24;;R2 B2 R' D' L2 D2 R2 F2 R2 F2 U B2 D B2 L B R' B L' F L;2022-08-26 21:25:08;13.24
100;13.79;;R' D' L2 B L2 R2 B F' L2 D2 F U2 F' D' F L D' U2 L' R U';2022-08-26 21:25:32;13.79
101;13.10;;F2 D' B' U R' F U' R' U2 L2 F2 R F2 L F2 L B2 R D;2022-08-26 21:25:58;13.10
102;16.19;;U' R2 F' D2 R2 F2 U F2 D' B2 U B2 F D' L D F' R2 F';2022-08-26 21:26:22;16.19
103;10.66;;F2 L2 D2 F L2 F' R2 B D2 F2 R2 L' F R' U' L B2 L' U;2022-08-26 21:26:47;10.66
104;17.36;;U R F2 U2 B D R' L' F R2 D2 B2 R U2 F2 R' U2 R2 U2 L;2022-08-26 21:27:09;17.36
105;14.19;;R B' R U2 F2 B D R2 U2 F2 R2 L' F2 U2 R B2 U2 L2 F U2;2022-08-26 21:27:37;14.19
106;13.57;;B' U D' B U' F2 B R B' L U2 R2 D2 R B2 R U2 R';2022-08-26 21:28:00;13.57
107;12.87;;R L2 U' L2 U D2 B U D' L2 D2 B2 D2 R U2 L' D2 L F2 L;2022-08-26 21:28:23;12.87
108;16.35;;L' D' L2 D2 R2 F' U2 F D2 R2 D2 B R2 B2 U B L2 B R F' U;2022-08-26 21:28:46;16.35
109;12.51;;R L' U L U' D2 L' D2 F R2 L2 D L2 D2 L2 U' F2 U2 B2;2022-08-26 21:29:12;12.51
110;12.60;;R' F2 D2 B' D2 U2 F L2 D2 U2 B U2 F U R B2 L' F' L' F';2022-08-26 21:29:37;12.60
111;13.00;;D R F' U' F R2 L F R F2 B2 R2 L' D2 L U2 F2 R U2 R2 B';2022-08-26 21:30:02;13.00
112;13.58;;L2 F U F' U2 R D' R' B2 U2 D2 R U2 R' U2 B2 R U2 R2 B;2022-08-26 21:30:25;13.58
113;13.98;;F R2 D2 F2 R' U2 B2 L2 U2 B2 L' B2 L' U F' L' B2 R U B' U;2022-08-26 21:30:49;13.98
114;13.91;;F2 L' D2 B U' D2 F2 B D' R2 U2 L U2 L' B2 R' U2 R B2;2022-08-26 21:31:18;13.91
115;12.02;;F2 R2 B2 U R2 F2 R2 B2 U F2 U2 B U' L' D R U F' D2 L' U;2022-08-26 21:31:42;12.02
116;12.84;;B2 F2 L2 U2 R' B2 D2 L' R' D' F2 U2 R2 D' F U B2 R;2022-08-26 21:32:02;12.84
117;12.61;;U2 B2 R2 U2 B L2 F L2 R2 F L2 D B F L R' D L' D' L;2022-08-26 21:32:24;12.61
118;14.63;;U2 R2 F2 U F2 D2 R2 U R2 U' F2 B' L' R F D' F' D' F2 L' D;2022-08-26 21:32:47;14.63
119;27.77;;D2 B D' B D L2 F2 L' F' R2 U2 L2 D' B2 D2 R2 U2 L2 U' F2;2022-08-26 21:33:12;27.77
120;13.92;;R B2 U2 B' R2 U2 F2 D2 B' L2 F U2 L' D2 R F U B2 U' B2;2022-08-26 21:33:49;13.92
121;13.60;;R2 F2 R2 D2 F' D2 F' L2 F2 D2 U2 R2 L' D B2 F L R2 B U2 B;2022-08-26 21:34:46;13.60
122;16.89;;B R2 U2 F2 D2 R2 D2 R2 U2 F' D2 F R F' L' R2 D2 U R D R;2022-08-26 21:35:11;16.89
123;13.54;;F L2 R2 U2 F' L2 B' F2 U2 F2 U2 D' B D' L D U' B R' U2;2022-08-26 21:35:38;13.54
124;13.04;;U2 R2 B2 R2 D F2 R2 U L2 U' F2 U' B' L2 D' B' U' L2 R F2 U2;2022-08-26 21:36:02;13.04
125;14.06;;L2 F2 D' B2 U' L2 F2 D' B2 R2 U' B2 L F D2 F' R2 U L' R;2022-08-26 21:36:23;14.06
126;11.19;;R D2 R2 B' U' F' R2 B' R D B2 D2 F2 D' L2 U' D2 R2 D F2 R;2022-08-26 21:36:47;11.19
127;16.67;;D L' F2 L' U2 L' U2 B2 R' B2 D2 R F' D R2 U2 B2 L B F';2022-08-26 21:37:09;16.67
128;12.18;;R2 D2 B' R2 U2 B2 D2 B' L2 F' D B' L' U2 F U2 B F' U' R;2022-08-26 21:37:37;12.18
129;24.44;;L2 B2 D R2 U2 R2 U L2 D B2 L2 R F' L2 U2 B2 D' L U2 B U2;2022-08-26 21:38:01;24.44
130;16.57;;B R2 F2 L' B2 D2 U2 R' D2 B2 L' R U' R2 U2 R' D' B U2 F2;2022-08-26 21:38:37;16.57
131;13.24;;R' D2 L' F2 R' B2 L2 U2 L D2 F2 R2 D L2 D2 L' B U R' B' D;2022-08-26 21:39:08;13.24
132;14.46;;B2 R D' R U2 L' B' U' F2 R2 F2 D' R2 B2 D' F2 L2 D2 F2 L F;2022-08-26 21:39:31;14.46
133;13.99;;U' F' D2 L2 D2 R2 U2 B F2 L2 B' L U' B' D' L' R' F U' B;2022-08-26 21:40:23;13.99
134;12.41;;R' D2 R L2 B2 U' R2 U2 L2 B2 D L2 R F' D' F U B2 R;2022-08-26 21:40:46;12.41
135;13.09;;D' B' U R' D2 L D L2 F' U2 F' L2 F R2 B' U2 B' R2 F2 R' B';2022-08-26 21:41:09;13.09
136;15.05;;U' F2 R2 U L2 D' F2 U' B2 R2 B L' D2 L2 F L2 U' B L U;2022-08-26 21:41:32;15.05
137;16.51;;F L B' L2 U2 D' B' U2 F2 U2 F2 R2 B2 D' R2 L2 F2 D' L2 R';2022-08-26 21:41:57;16.51
138;14.03;;R2 B U2 R2 B2 R L D L D R2 U L2 U' F2 U' D2 F2 R2 B2;2022-08-26 21:42:25;14.03
139;14.39;;R D2 L F2 L' U2 L' D2 L R2 B U2 B' D U2 F L2 F' U;2022-08-26 21:42:51;14.39
140;12.57;;U' D R B' L' F' U D B U D' F2 L2 F2 R2 U' R2 U2 F2 D';2022-08-26 21:43:14;12.57
141;12.87;;U2 F2 U' R2 D' L2 D' B2 F2 D2 F2 R2 L D2 U L F' D' L' R;2022-08-26 21:43:36;12.87
142;12.81;;U' D2 L2 R2 B2 U2 B' U2 F' D2 B2 L2 U' L F L2 F' U2 L R;2022-08-26 21:44:02;12.81
143;12.30;;R' F2 D' B2 L2 B2 L2 F2 R2 D' U' F' D2 F D' F' D2 R U' F;2022-08-26 21:44:27;12.30
144;13.98;;R2 F2 B2 L' B' U' F' U' D F2 L' F2 L D2 L B2 R2 D2 B2 R';2022-08-26 21:44:54;13.98
145;13.50;;L B D2 B2 R2 F2 U' L2 U2 F2 U' F2 D B L B2 D' B2 R2 B2 U2;2022-08-26 21:45:30;13.50
146;13.69;;B F2 U' R2 D L2 D' F2 L2 U2 L B' F U' F' R' D' U2 R';2022-08-26 21:45:56;13.69
147;16.99;;B2 L2 D' R2 B2 U' B2 R2 U R D U2 L B' D R' B' F2 U2;2022-08-26 21:46:24;16.99
148;10.88;;B2 R2 D2 B2 L2 D B2 R2 D' B2 R2 U' B R2 B L F L2 F L D2;2022-08-26 21:46:58;10.88
149;15.49;;U F2 L2 U2 B2 R2 D F2 D' L2 U L' F' L2 B2 U' R U2 F' R';2022-08-26 21:47:21;15.49
150;13.87;;U' L2 R2 F L2 B2 L2 D2 R2 F' R2 B2 R U L2 F2 U F L' D' B';2022-08-26 21:47:47;13.87
151;12.73;;R2 B2 U B2 L2 D' B2 U2 F2 D' L2 U B' U R F' U' B L' B2 F2;2022-08-27 15:16:24;12.73
152;13.33;;L' B U2 F2 D2 F2 L R2 U2 L' F2 R2 U2 R' D R F R2 D F L';2022-08-27 15:16:49;13.33
153;11.64;;D F2 D B2 D B2 D B2 U' R B' R' F R' U' R' D' B';2022-08-27 15:17:13;11.64
154;13.27;;U' L D2 B' L2 F' U R D F2 U2 R2 F U2 D2 B' D2 B2 R2 F2 L2;2022-08-27 15:17:38;13.27
155;13.27;;F R2 U F U2 D R' L F' L2 F2 R' D2 R' B2 R' F2 R' U2 B2 U2;2022-08-27 15:18:04;13.27
156;12.00;;B2 F2 D2 U' R2 F2 D R2 U' F2 B D' F U R B2 F U';2022-08-27 15:18:26;12.00
157;9.72;;R2 U2 F R2 F' U2 L2 F2 R2 F R2 F2 U' F2 U L2 U' B L D B2;2022-08-27 15:18:51;9.72
158;12.78;;D' L2 D' U L2 F2 D2 F2 U2 F' L' F D B' U' F L' B D' L';2022-08-27 15:19:14;12.78
159;13.57;;U D2 R' F B D L U' R' D2 F2 U' F2 L2 B2 D2 L2 D R2 D';2022-08-27 15:19:35;13.57
160;12.63;;F2 D2 B2 F2 R2 U' R2 B2 U' F2 D B L D R2 B2 L' U' L' D;2022-08-27 15:20:00;12.63
161;13.62;;F2 D2 R2 F2 U F2 R2 B2 L2 B R' D F2 R' B R' F U R;2022-08-27 15:20:35;13.62
162;17.53;;L2 F' D B2 U L2 U2 B2 U' F2 R2 U' R2 U2 L B2 U2 R F' L' F;2022-08-27 15:21:11;17.53
163;15.95;;U2 F' B2 U L D' B L D2 L F2 D2 R2 D2 L' B2 R' D' F';2022-08-27 15:21:43;15.95
164;9.92;;D' F' B2 L2 R2 D' F2 D2 B2 D R2 D U2 L' D' R' B L' B2 L' F';2022-08-27 15:22:15;9.92
165;15.39;;U R D' L2 B2 U2 B2 D F2 L2 B2 D B2 F' R2 F D' B2 F U;2022-08-27 15:22:47;15.39
166;17.03;;D' B D2 B U2 B L2 F2 D2 R2 F' U2 R2 U B R2 D B' L D2;2022-08-27 15:23:14;17.03
167;12.17;;L' D B R' U' F' B D2 L2 U' R2 L2 D' L2 U' L2 U B' D2;2022-08-27 15:23:43;12.17
168;13.65;;L F L' F2 L2 F2 R2 F2 D U F2 U' L2 B' L U' F' D R2 F2;2022-08-27 15:24:32;13.65
169;14.35;;D F D F2 U' L2 U2 F2 U' B2 U' B2 D2 R2 L' F2 R' U' F' D2 R';2022-08-27 15:24:59;14.35
170;12.54;;F2 U F2 D F2 L2 F2 D2 R2 U L2 B' D2 U B2 R D L B' L2;2022-08-27 15:25:23;12.54
171;12.45;;D L2 B2 D2 R2 F2 U' B2 D' L2 B2 R' U L D' R2 F' R2 U2 F;2022-08-27 15:25:46;12.45
172;15.35;;B2 U' R2 F2 R2 U B2 U' B2 U' F2 R D' L B' F' U' R U' B;2022-08-27 15:26:07;15.35
173;16.24;;R2 L' F B D2 L U' D2 F' U2 B2 D2 F' L2 U2 B D2 B2 R' D;2022-08-27 15:26:37;16.24
174;12.20;;L2 F2 L2 F2 D' F2 D2 L2 D2 L B' R U' B2 R' F' L2 R2;2022-08-27 15:27:04;12.20
175;16.07;;L2 B U' F2 U' B2 D' U2 F2 U' L2 B2 L2 B D2 U' F D L R F;2022-08-27 15:27:31;16.07
176;12.66;;U2 B' R' L' B' R F R D F U2 R2 B2 U' F2 U' B2 R2 D2 R2 L2;2022-08-27 15:27:57;12.66
177;14.52;;B D2 F R F' D' R' U' B D2 R U2 B2 L' U2 L' D2 B2 R' F2 U2;2022-08-27 15:28:22;14.52
178;15.05;;D L2 D2 F2 L' R2 U2 F2 L D2 B2 R U2 B' U2 R' D' F R B;2022-08-27 15:28:45;15.05
179;15.25;;B' D' F2 R2 U2 B2 R' D2 F2 R' B2 R F D U F L2 U' F U2;2022-08-27 15:29:19;15.25
180;23.07;;B2 D2 F2 D2 U' L2 F2 U' F2 D' F2 U R B2 L2 B D' F2 D2 F U;2022-08-27 15:29:44;23.07
181;11.26;;F2 R' U' L' U2 D L' B' U' F2 U' F2 R2 D' R2 B2 R2 F2 D' F';2022-08-27 15:30:58;11.26
182;14.09;;D' R2 U' L2 B2 D' R2 F2 D2 F' D2 U L2 B U' L U L' F';2022-08-27 15:31:21;14.09
183;12.91;;U L2 R2 D' B2 D' R2 B2 U R2 B2 U2 B L' D B L' U' F' D' L2;2022-08-27 15:31:45;12.91
184;11.23;;F' U' B2 D2 B L2 B' D2 U2 B' R2 D2 U2 F' R' D' F L2 F2 R B2;2022-08-27 15:32:10;11.23
185;13.96;;R' D2 B' L2 F' U2 F U2 L2 U2 L2 F' R F L2 D' F D R2 D';2022-08-27 15:32:36;13.96
186;13.95;;B' L2 R2 D2 F' D2 B D2 L2 B U2 B2 U F' L' D B2 R' D2 U2 R;2022-08-27 15:33:02;13.95
187;14.44;;R2 B U L B2 R' L2 U' D2 R2 F' L2 F R2 D2 R2 L2 B2 D2 B' R';2022-08-27 15:33:44;14.44
188;14.17;;R' D2 R' F2 R U2 R F2 D2 L2 D2 U2 B U L2 B' L2 D R U2 F';2022-08-27 15:34:19;14.17
189;13.68;;U' B2 R' D2 L F2 U' F R' L' U2 F2 R2 U2 R' F2 U2 D2 R U2 F';2022-08-27 15:34:45;13.68
190;15.21;;D F2 D' R2 D2 F2 D' B2 D' F2 U2 L U' L2 U' F' L2 F2 L' B';2022-08-27 15:35:08;15.21
191;16.04;;U' B2 L2 R2 F2 D' B2 U' F2 L2 U2 L' D B L U L R D' F' R2;2022-08-27 15:51:31;16.04
192;11.87;;F D B2 D' L2 U L2 F2 D L2 U' F2 D2 L B F D U2 L' R' D2;2022-08-27 15:51:58;11.87
193;20.08;;R2 F' R F L' F' B2 U' R2 F2 D' B2 U' R2 B2 D' B2 F' D;2022-08-27 15:52:23;20.08
194;12.47;;L2 B' L2 U F2 D L2 B2 U L2 D R2 B2 D B' U' F L R2 F U';2022-08-27 15:52:54;12.47
195;13.10;;F R' F2 U' R2 F2 L2 U B2 D' B2 D2 B' R F R' D2 R U';2022-08-27 15:53:47;13.10
196;13.17;;U2 L D2 L F2 D2 U2 L2 R B2 L2 R' D' L U B R2 B2 L' U2 F2;2022-08-27 15:54:22;13.17
197;15.21;;B2 L' D R B' D2 R' L' B U R2 B2 U B2 U' B2 U L2 B2 D;2022-08-27 15:54:46;15.21
198;13.86;;D2 B2 R2 D R2 D' F2 R2 D2 L2 D B' R' D L U2 B L' U2 F U';2022-08-27 15:55:21;13.86
199;18.18;;R' U B2 U F2 D L2 B2 R2 D2 L2 U' R2 B D L2 D L R2 D' U;2022-08-27 15:55:46;18.18
200;12.40;;R2 B2 F2 D' L2 D2 U R2 D R2 F2 U' R' B2 F' U R F2 R D L2;2022-08-27 15:56:58;12.40
201;15.61;;F' R2 D U B2 U' R2 B2 U' R2 D' R2 B2 L' D B' D2 B F' U2 L;2022-08-27 16:25:48;15.61
