No.;Time;Comment;Scramble;Date;P.1
42;7.88+;;U2 R' U R F U' R F2 U2;2022-06-24 20:47:05;5.88
43;4.93;;U F2 R U R2 U2 F' U' F' R2;2022-06-24 20:47:56;4.93
44;6.24;;R' F2 U2 F' R F2 R U F;2022-06-24 20:48:31;6.24
45;5.61;;R' U' F2 U' R U' F' R2 F2;2022-06-24 20:49:06;5.61
46;4.99;;U' R U2 R2 U' R2 F U' R';2022-06-24 20:49:33;4.99
47;6.87;;R' U2 F2 R U F U2 F2 R';2022-06-24 20:49:58;6.87
48;4.40;;R' U R' F2 R2 F' U F' U2;2022-06-24 20:51:45;4.40
49;5.62;;R U' R' U F2 U' F U' F';2022-06-24 20:52:09;5.62
50;5.25;;F R' F' R2 U F' R U' F;2022-06-24 20:52:50;5.25
51;5.57;;U2 F2 R2 F R F2 U R2 U2;2022-06-24 20:53:12;5.57
52;6.18;;R2 U F2 R' F U2 R2 U2 R';2022-06-24 20:53:54;6.18
53;6.38;;F U F2 R' U2 R' F' U' F;2022-06-24 20:54:58;6.38
54;6.57;;R' U' R U' F' R' U2 F R';2022-06-24 20:55:43;6.57
55;5.73;;R U' R F U' R F' U F2 U';2022-06-24 20:56:20;5.73
56;5.61;;F' R U R2 F R U2 F' U2;2022-06-24 20:56:47;5.61
57;6.29;;F U2 R U' F' U R2 F' U2;2022-06-24 20:57:14;6.29
58;4.25;;F R F' U R' F' R U' R;2022-06-24 20:58:00;4.25
59;6.25;;R F2 R F U2 F2 R' U2 R;2022-06-24 20:59:11;6.25
60;8.04;;R F2 R' F2 R' F U R2 F';2022-06-24 21:00:13;8.04
61;5.57;;F' R' U F' R U' R2 U F;2022-06-24 21:00:59;5.57
62;5.95;;U' R U2 F' R' F U2 R' F2;2022-06-24 21:01:31;5.95
63;6.55;;R2 U' R2 F' R F U2 R2 U2;2022-06-24 21:01:58;6.55
64;7.82;;R2 F' U' R2 U' F2 U' F' U;2022-06-24 21:02:22;7.82
65;5.81;;U2 F' U F2 R' F' U F R';2022-06-24 21:03:32;5.81
66;5.85;;U2 R2 F' U R' U R' F R;2022-06-24 21:04:07;5.85
67;6.28;;U' R2 U' R' U F' U2 F' R';2022-06-24 21:04:30;6.28
68;5.20;;F2 R2 U F' U R F' R2 U2 R';2022-06-24 21:05:03;5.20
69;4.82;;F2 R' F' U2 R F R2 U R';2022-06-24 21:05:20;4.82
70;6.75;;F' R' F R U2 R U R2 F' U;2022-06-24 21:05:45;6.75
71;9.59;;F2 U2 F2 U R' U2 R' F U';2022-06-24 21:07:55;9.59
72;7.69;;R U F R F2 R U' F' R';2022-06-24 21:08:58;7.69
73;4.24;;R F' R F' U2 R' F U R2;2022-06-24 21:10:10;4.24
74;9.21;;F2 U' F' R2 F U2 R' F2 R2;2022-06-24 21:10:42;9.21
75;7.22;;U2 F' U2 R F' U2 R' U' F';2022-06-24 21:11:14;7.22
76;6.47;;F U' F' R' U F2 U F' R;2022-06-24 21:11:48;6.47
77;5.71;;U F U F' R2 F' U F R2 U2;2022-06-24 21:12:26;5.71
78;5.82;;U' F' U' F' R' F2 R U' F';2022-06-24 21:12:46;5.82
79;5.01;;F' U F' R2 U F2 U R F;2022-06-24 21:14:11;5.01
80;5.11;;R2 U' R2 U' F' R' U F2 R';2022-06-24 21:14:55;5.11
81;4.72;;F U' F R' F' U R2 F' R2;2022-06-24 21:15:23;4.72
82;6.89;;R' U' R' U F' U' F2 U F2;2022-06-24 21:16:08;6.89
83;6.11;;U' F R F R2 F R2 U2 R2;2022-06-24 21:17:31;6.11
84;6.90;;F2 R2 F U F2 U' F2 R2 F';2022-06-24 21:17:59;6.90
85;5.75;;F R U2 R F2 U' R U' F';2022-06-24 21:18:27;5.75
86;6.56;;R' F U2 F U2 R' F R2 F;2022-06-24 21:18:49;6.56
87;5.49;;U' R2 F U' R U2 R2 F' U2;2022-06-24 21:19:17;5.49
88;5.19;;F R2 F R U F' U2 F2 R;2022-06-24 21:19:41;5.19
89;6.33;;U F' U F' U' R U2 F' R2;2022-06-24 21:20:08;6.33
90;7.07;;U' R2 F R' U' F2 U' R2 F;2022-06-24 21:21:49;7.07
91;6.65;;F' U2 F U2 F R U' R2 F R';2022-06-24 21:22:22;6.65
92;5.62;;R' F' R' U2 F R' F R' F;2022-06-24 21:22:57;5.62
93;7.49;;U F R U2 R2 U' R2 U' R;2022-06-24 21:23:22;7.49
94;6.07;;R F2 R' U' F2 R2 F' R F';2022-06-24 21:23:49;6.07
95;5.76;;U2 R F U2 R' U2 R' F' R' F2;2022-06-24 21:24:14;5.76
96;6.28;;U2 F R' F' R U2 R U R2 U2;2022-06-24 21:25:10;6.28
97;9.01;;F R U' F2 U F' U' F2 U R';2022-06-24 21:25:41;9.01
98;6.20;;U2 F2 R U' R F' U F2 U' F;2022-06-24 21:26:07;6.20
99;2.69;;U2 R F2 U R2 U F2 U2 F2;2022-06-24 21:26:41;2.69
100;4.54;;U' F' U R2 U2 F' R' F2 R';2022-06-24 21:28:48;4.54
101;5.81;;R' F' U F' U2 R U2 R2 U2;2022-06-24 21:31:12;5.81
102;6.56;;R' F' U F R' U2 R F2 U' R;2022-06-24 21:31:40;6.56
103;5.44;;F' U R' F U2 F' R2 U R';2022-06-24 21:32:05;5.44
104;5.27;;R' U' F' R' U F2 R' F2 R' U2;2022-06-24 21:32:55;5.27
105;5.66;;R U' R U' R2 F' R U2 R';2022-06-24 21:33:46;5.66
106;4.79;;R F' U2 R F U' F U2 F2;2022-06-24 21:36:01;4.79
107;5.45;;U2 R U' F R2 U2 F R' F R';2022-06-24 21:37:25;5.45
108;5.29;;U' F2 R F2 U2 F U' F' R';2022-06-24 21:37:48;5.29
109;6.12;;F' R2 U2 R2 U' F U' F' R';2022-06-24 21:38:37;6.12
110;6.43;;R' U' F2 U' R' U2 F U' R2 U';2022-06-24 21:39:02;6.43
111;5.36;;U2 F R U2 R F U F' U';2022-06-24 21:39:42;5.36
112;4.27;;F2 R' F R' F' R F R' U;2022-06-24 21:40:45;4.27
113;6.81;;U2 F' R F' U2 R' U2 R2 U2;2022-06-24 21:41:08;6.81
114;7.76;;F R U' R2 F U F2 R' F;2022-06-24 21:41:38;7.76
115;7.56;;U R F2 R U F2 U R' F2;2022-06-24 21:42:07;7.56
116;8.33;;F' R U F' R' U' F2 U' F';2022-06-24 21:42:33;8.33
117;4.49;;R2 U' F2 R2 F R F U' F';2022-06-24 21:43:09;4.49
118;5.00;;F R' U' R2 F R' F U' F;2022-06-24 21:43:43;5.00
119;4.93;;U2 R2 U R2 U R' U F' R;2022-06-24 21:44:07;4.93
120;2.41;;R F R U' R F U' F2 U';2022-06-24 21:44:25;2.41
121;5.77;;R U' F2 R U' F2 U' R' F2;2022-06-24 21:44:57;5.77
122;5.63;;F R' F U F U R U2 F';2022-06-24 21:45:25;5.63
123;4.07;;R F' U R' F U2 R' F' R' F;2022-06-24 21:45:53;4.07
124;5.18;;F R2 F' R2 F R2 F U' R2;2022-06-24 21:47:25;5.18
125;6.78;;R F' R2 F' U R' U' F' U2;2022-06-24 21:48:36;6.78
126;5.66;;F' U' F2 U2 F' U2 F2 U' R';2022-06-24 21:50:03;5.66
127;5.14;;U R2 F2 U R F' R2 F' R' U2;2022-06-24 21:50:32;5.14
128;6.40;;R2 U' F' R2 F' U R2 F R;2022-06-24 21:51:40;6.40
129;7.23;;R F U' R F' U' R' F' U';2022-06-24 21:52:16;7.23
130;7.49;;U R2 F' R U R' F' U F2;2022-06-24 21:53:07;7.49
131;5.24;;F' R U2 R' U R F' U2 R F';2022-06-24 21:53:46;5.24
132;5.07;;F2 U' F U2 F U2 R' F2 R';2022-06-27 16:39:24;5.07
133;6.25;;F U R' F' U R' F' R' F2;2022-06-27 16:39:53;6.25
134;6.92;;F' R' U F' U F2 U' F2 U';2022-06-27 16:41:24;6.92
135;4.61;;U R' U' R2 F U' R' F' R';2022-06-27 16:41:55;4.61
136;5.82;;F R F' U2 R2 F' U2 F' U;2022-06-27 16:42:21;5.82
137;6.93;;U' R' F' R F2 U2 F' R' U';2022-06-27 16:44:02;6.93
138;4.84;;R' F' R' U' R2 U F' R' U2;2022-06-27 16:44:26;4.84
139;7.37;;F' U2 F' U' R2 F U R U2 F';2022-06-27 16:44:50;7.37
140;5.69;;R' U' R2 U' R' U2 R' F' R';2022-06-27 16:45:53;5.69
141;6.29;;F2 U' R2 F2 U' R2 F R2 F';2022-06-27 16:46:22;6.29
142;4.22;;R' F R F' R F2 R U R U';2022-06-27 16:46:48;4.22
143;4.99;;F' U2 F R' U' F U2 R F2 U';2022-06-27 16:47:18;4.99
144;4.08;;R2 F' U R' U R U R2 F2 U';2022-06-27 16:47:55;4.08
145;4.58;;F' R' F' R2 F' U2 F R F2;2022-06-27 16:48:24;4.58
146;4.19;;U2 R' U R' U R' F U2 F2;2022-06-27 16:49:05;4.19
147;4.88;;R F2 U F' U2 F' U F R2;2022-06-27 16:50:35;4.88
148;5.57;;U2 R' U2 R' F' R U' F' U;2022-06-27 16:51:58;5.57
149;3.88;;F U' F2 R2 F2 R' F' R F;2022-06-27 16:52:29;3.88
150;6.11;;R2 F' R2 U R' F2 R U2 F';2022-06-27 16:53:13;6.11
151;4.00;;U' R U' R U' F U2 F R2;2022-06-27 16:54:07;4.00
152;5.92;;F2 U' R2 U' F U' R' U2 F;2022-06-27 16:55:16;5.92
153;5.06;;U2 R' F U2 F U F2 U' F';2022-06-27 16:55:41;5.06
154;5.23;;R' U R2 F2 U R' U F2 U';2022-06-27 16:56:16;5.23
155;6.96;;U' F2 U F2 U R U2 F U2;2022-06-27 16:56:47;6.96
156;5.59;;F R' F' U2 R2 F U' R U' F';2022-06-27 16:57:15;5.59
157;4.97;;U2 R' U F2 U R' F2 R2 U2;2022-06-27 16:58:16;4.97
158;4.68;;F2 R' U2 R F2 U' F R2 F';2022-06-27 16:58:43;4.68
159;3.80;;F2 R U2 R U' F' U R' F2;2022-06-27 16:59:06;3.80
160;5.45;;U' F' R' U R2 F' U R2 F';2022-06-27 16:59:32;5.45
161;6.01;;U' R2 F U R F2 U R2 F' U2;2022-06-27 17:00:49;6.01
162;4.78;;D R2 B' U2 R2 D2 F2 R2 B F2 U2 B2 L U R' F' D' B R' D2 Fw2 Uw2 F Rw2 R2 F' L' B' L2 U2 D' F' Uw B2 L' Uw' L2 Rw' Uw' R Fw F2;2022-06-27 17:03:50;4.78
163;6.01;;F U F2 U R F2 R' F R;2022-06-27 17:05:03;6.01
164;5.06;;R' F' U2 F U2 F2 R2 U' R' U';2022-06-27 20:54:15;5.06
165;4.69;;R' F U2 R F' U2 F' U R';2022-06-27 20:55:22;4.69
166;6.18;;R2 F' R' U' R F2 U2 R2 F' U';2022-06-27 20:55:49;6.18
167;5.48;;F2 R F' R F' U' F2 R2 F2;2022-06-27 20:56:35;5.48
168;6.23;;R' U R' F2 U R2 U2 R' F;2022-06-27 20:56:59;6.23
169;5.53;;R2 F R F U2 F2 R2 F2 R';2022-06-27 20:57:31;5.53
170;5.37;;U F' U' R2 U' R' F2 U F2;2022-06-27 20:58:04;5.37
171;5.30;;F R U2 R' F2 U R U' R';2022-06-27 20:58:24;5.30
172;2.50;;U2 F' R F' R2 F U' R2 U';2022-06-27 20:58:55;2.50
173;6.37;;U' R' U R U' R2 F R2 U';2022-06-27 20:59:20;6.37
174;6.51;;F' R F2 R' U R U2 R U R2;2022-06-27 21:00:08;6.51
175;4.00;;F2 U2 R2 F R' F U F2 R2;2022-06-27 21:01:16;4.00
176;5.95;;F2 R' U' R F2 U F2 R' U';2022-06-27 21:01:54;5.95
177;5.62;;F' U' R' F' R U' R U' R;2022-06-27 21:02:15;5.62
178;5.18;;F R2 U2 F' U R' F R' U;2022-06-27 21:03:25;5.18
179;5.34;;U2 R' F U2 R' U2 R U' R;2022-06-27 21:05:31;5.34
180;4.03;;R2 F' R' U' F R U2 F' R2;2022-06-27 21:07:05;4.03
181;5.05;;U R2 F2 U' F2 R F' R2 U2;2022-07-02 19:12:50;5.05
182;5.22;;U2 R2 U' R U' R' F R2;2022-07-02 19:13:26;5.22
183;4.40;;U2 F' U R2 F' R2 F' U2;2022-07-02 19:14:15;4.40
184;4.98;;F2 U' F R F' R F2 U' F;2022-07-02 19:14:41;4.98
185;4.73;;R' F R2 U2 F' U' R U' R2;2022-07-02 19:15:10;4.73
186;6.32;;U R U' F2 R U R2 U;2022-07-02 19:15:35;6.32
187;4.22;;R F2 R U' R' F2 U F2 U';2022-07-02 19:16:10;4.22
188;4.95;;U R' F' U2 F R' F';2022-07-02 19:16:42;4.95
189;5.55;;U F2 U R' F U' F U' F';2022-07-02 19:17:23;5.55
190;5.94;;U' F' U2 F2 U' R F U F;2022-07-02 19:18:03;5.94
191;5.77;;U R F' U2 R2 F' U' F R' U;2022-07-02 19:19:58;5.77
192;4.29;;U R F2 R' F U2 F R' U';2022-07-02 19:20:32;4.29
193;4.91;;F2 R' U2 F U2 F R' F R';2022-07-02 19:20:52;4.91
194;5.44;;U F R U2 R F2 R2 F' U2;2022-07-02 19:21:30;5.44
195;5.09;;U' F2 U2 R F' R' F U2 R' F';2022-07-02 19:22:12;5.09
196;5.22;;U R' F2 R2 F' R2 U R' F2;2022-07-02 19:22:48;5.22
197;4.01;;R2 F U2 F' R U R2 U';2022-07-02 19:23:11;4.01
198;6.24;;R F2 U2 F U F2 U' R';2022-07-02 19:23:31;6.24
199;4.27;;U2 F' R' F2 U R2 U' R' U';2022-07-02 19:23:53;4.27
200;6.05;;R U' F R' F' R F' R';2022-07-02 19:24:15;6.05
201;5.59;;R' U' R2 U2 R' F U R U;2022-07-02 19:24:41;5.59
202;2.95;;R F2 R U2 R' U R2 U' F2;2022-07-02 19:25:35;2.95
203;4.95;;U' F' R' U' F2 U2 R;2022-07-02 19:27:07;4.95
204;4.79;;U R F' U F' R' F2 R F2;2022-07-02 19:43:43;4.79
205;5.56;;R U F2 U' R2 F U2 F;2022-07-02 19:44:12;5.56
206;4.11;;R' F U F R' U F' R U2;2022-07-02 19:44:44;4.11
207;4.56;;F U2 R2 U F' R2 F U2 F;2022-07-02 19:45:10;4.56
208;4.02;;R2 U R U2 R2 U' F2 R F';2022-07-02 19:48:09;4.02
209;3.38;;F R' U F' U2 F U' F R;2022-07-02 19:49:14;3.38
210;4.15;;F U' R2 U' R' F U F2 U F';2022-07-02 19:50:21;4.15
211;4.80;;U F U F' R2 U F2 U2 R;2022-07-02 19:50:42;4.80
212;5.25;;F2 U2 R' U F2 R' F R' F';2022-07-02 19:51:28;5.25
213;5.35;;F2 U2 R' U R2 F2 R' F;2022-07-02 19:51:46;5.35
214;4.99;;F' U' F2 R U R2 F' U' R';2022-07-02 19:52:11;4.99
215;5.30;;U' F2 R U' R U' R F' U;2022-07-02 19:52:41;5.30
216;4.81;;U2 F' U F U' R' F' U';2022-07-02 19:53:22;4.81
217;5.08;;U F R2 U2 F R' U F' R2;2022-07-02 19:53:50;5.08
218;4.31;;R2 F2 U' F U R F U2 F2;2022-07-02 19:54:19;4.31
219;5.38;;U' F2 U R2 U2 R' U' R2 F';2022-07-02 19:54:46;5.38
220;5.50;;R2 F' R' U2 R' U2 F R F2;2022-07-02 19:55:16;5.50
221;4.77;;U2 R' U F R F R;2022-07-02 19:55:43;4.77
222;4.52;;F U2 F U R U R2 U R U2;2022-07-02 19:56:12;4.52
223;3.46;;F R' F' U2 R F' R2 F' U F';2022-07-02 19:57:32;3.46
224;5.05;;U' R2 U' R' F2 U' F R2;2022-07-02 19:58:13;5.05
225;4.76;;R U F' U2 F R U2 F2 R';2022-07-02 19:58:41;4.76
226;5.32;;F R2 F' U F' R F' U' F2;2022-07-02 19:59:05;5.32
227;4.82;;F' R' F2 U R F' R U2;2022-07-02 19:59:28;4.82
228;4.50;;R U2 F U F2 R' F2 R' U';2022-07-02 19:59:56;4.50
229;5.74;;U R' F' R F2 U2 F' R' U;2022-07-02 20:01:00;5.74
230;4.50;;F2 U' R F' U F2 R2 U F';2022-07-02 20:01:32;4.50
231;5.69;;U R' F' R2 F U2 R' U2 R2;2022-07-02 20:02:10;5.69
232;3.58;;F2 U2 R2 F' U' R U2 R2 U';2022-07-02 20:03:44;3.58
233;4.81;;R' U R2 F' R U2 R U;2022-07-02 20:04:03;4.81
234;4.02;;F' R U2 R U2 R F' R2 F;2022-07-02 20:04:27;4.02
235;6.15;;F' R' F U2 F' R2 U' R';2022-07-02 20:04:53;6.15
236;5.45;;U F' R' U' R' U F' R';2022-07-02 20:05:58;5.45
237;2.21;;U R U F' U F2;2022-07-02 20:06:22;2.21
238;5.43;;U' R F R' F2 R' U F' U';2022-07-02 20:06:52;5.43
239;5.06;;R F' U R2 U F2 R' F' R';2022-07-02 20:07:21;5.06
240;6.14;;U2 F2 U' F' R' F U2 R';2022-07-02 20:07:51;6.14
241;4.00;;U' F2 R U R F2 U2 R' F';2022-07-02 20:08:13;4.00
242;5.32;;R F' U2 F' R F' R2 U' F;2022-07-02 20:08:50;5.32
243;4.85;;F R F U' F R2 F' U R' U';2022-07-02 20:09:11;4.85
244;5.90;;F2 U' R F' R U2 F2 R2;2022-07-02 20:09:34;5.90
245;4.40;;F2 R F R' U R' F U' F;2022-07-02 20:09:58;4.40
246;3.65;;F2 U R' F2 R2 F' R U F2;2022-07-02 20:11:09;3.65
247;4.93;;U' R2 F U F' R U' R' U2;2022-07-02 20:11:31;4.93
248;2.95;;R F' U F R' U' R2;2022-07-02 20:11:55;2.95
249;5.28;;F2 U R' U' F U' R F2 U';2022-07-02 20:12:15;5.28
250;4.19;;R2 U R2 U' F R' U2 R' F2 U2;2022-07-02 20:13:05;4.19
251;5.48;;F2 R F2 R' U F' U' R F;2022-07-02 20:14:28;5.48
252;5.37;;F R U' F' U R2 U R' U2;2022-07-02 20:15:28;5.37
253;5.84;;U' R F R2 F2 U' F' U2 R U;2022-07-02 20:15:54;5.84
254;6.42;;U R' U2 R2 U' R F R;2022-07-02 20:16:29;6.42
255;5.99;;U2 R2 U F R' U R2 U F2 R';2022-07-02 20:16:50;5.99
256;5.69;;R' U' F2 R' U R2 U2 F R' F';2022-07-02 21:33:51;5.69
257;5.80;;U2 R F R2 U' R U R' F R';2022-07-02 21:34:25;5.80
258;4.15;;R U' F R' U' R F' U2 R;2022-07-03 19:19:21;4.15
259;4.41;;F' R' F2 U F' U' R U' R;2022-07-03 19:19:44;4.41
260;4.80;;F U' R' F R2 F R2;2022-07-03 19:20:09;4.80
261;5.10;;R' U R' F U' R2 U F U2 F';2022-07-03 19:20:34;5.10
262;5.22;;F' U R' U F2 R' F' U2 R2;2022-07-03 19:21:05;5.22
263;6.90;;U F' R U' R U' R2 U F;2022-07-03 19:21:56;6.90
264;4.78;;F' R F' R' U2 R2 U' F2 U';2022-07-03 19:22:31;4.78
265;5.24;;U' R U F' U F2 U' F U2 F2;2022-07-03 19:22:50;5.24
266;5.52;;U' F2 R2 F U2 R U' F' U2;2022-07-03 19:23:10;5.52
267;3.79;;U F2 R' F R2 U R2 U2 F';2022-07-03 19:23:32;3.79
268;4.30;;U R F' U' R2 U F2 U2;2022-07-03 19:24:19;4.30
269;4.14;;U2 R2 U' F' R' U2 F U R';2022-07-03 19:24:37;4.14
270;4.68;;R U' R U R U2 F' R;2022-07-03 19:25:06;4.68
271;5.47;;R' U F' U F U2 R2 F' U';2022-07-03 19:26:30;5.47
272;4.81;;U2 R2 F' U F2 U' R2 U R';2022-07-03 19:26:49;4.81
273;4.61;;F2 R U R U' F2 R2 U F;2022-07-03 19:27:10;4.61
274;4.72;;R2 F2 U2 F' R2 F' R F' R2;2022-07-03 19:27:36;4.72
275;4.54;;F2 U' R2 U F' R2 F R F2 R;2022-07-03 19:28:03;4.54
276;6.15;;R2 U' R2 F' U' R2 F2 R';2022-07-03 19:28:22;6.15
277;5.36;;F2 R' U R2 U F' U2 R';2022-07-03 19:30:57;5.36
278;5.42;;U2 R F U2 R F2 R' U2 R';2022-07-03 19:31:56;5.42
279;5.23;;U' R2 F R F2 R2 F' U' R;2022-07-03 19:32:29;5.23
280;5.17;;F' U' F' R U2 R' F U2;2022-07-03 19:32:51;5.17
281;6.22;;F R' F U2 F2 R' U' R' F';2022-07-03 19:33:17;6.22
282;4.48;;F2 U2 F U' F' R2 F' U2;2022-07-03 19:33:36;4.48
283;5.74;;U' F U' F' U2 R2 F' U' F2 U;2022-07-03 19:35:21;5.74
284;6.08;;F2 R F R' F2 U R F R2;2022-07-03 19:35:38;6.08
285;5.40;;U' F U' R2 F R' F U2;2022-07-03 19:36:05;5.40
286;4.34;;F2 U F' R' F2 R2 U';2022-07-03 19:36:28;4.34
287;5.11;;F R F U F' U2 R F2 R';2022-07-03 19:37:39;5.11
288;5.96;;R2 F R' F2 U R U R' U;2022-07-03 19:38:04;5.96
289;4.66;;U R' F U2 F' R U' F' R';2022-07-03 19:38:39;4.66
290;3.86;;U R2 U R' F2 R U;2022-07-03 19:38:57;3.86
291;5.09;;R U2 R' F2 R' U' R U';2022-07-03 19:39:22;5.09
292;5.57;;F' R U2 F U' R' F' U2;2022-07-03 19:39:49;5.57
293;6.00;;R2 F' U' R U2 F2 U' R2;2022-07-03 19:40:10;6.00
294;5.59;;F R2 F2 U' R' F' R' F2;2022-07-03 19:41:04;5.59
295;4.32;;F' U R' F2 R2 U F' U' R2 U';2022-07-03 19:41:28;4.32
296;5.86;;F' U' R' U F2 R' U' F2;2022-07-03 19:41:47;5.86
297;5.15;;R2 F' U' F2 U' F U' F R;2022-07-03 19:42:17;5.15
298;4.70;;U2 F' R2 F' R' F' U F2 R2;2022-07-03 19:42:42;4.70
299;5.39;;R' F' U F2 R2 U' R U2 F';2022-07-03 19:45:08;5.39
300;3.25;;R U2 R F U2 F2 R2 U' R;2022-07-03 19:45:31;3.25
301;4.30;;F R' F' U2 R F U R2 F2;2022-07-03 19:46:11;4.30
302;5.78;;U R F R2 U2 F2 R' F';2022-07-03 19:47:02;5.78
303;5.26;;U2 F2 U F2 R2 U' F' U2;2022-07-03 19:47:24;5.26
304;4.41;;R2 U' F2 U R' U2 F R';2022-07-03 19:47:41;4.41
305;3.28;;R' U' F R F R U2 R';2022-07-03 19:48:46;3.28
306;4.78;;R' F R F R2 U' F R2 U;2022-07-03 19:49:21;4.78
307;4.11;;U R2 F U R2 F' U2 F';2022-07-03 19:49:39;4.11
308;3.61;;F U2 F' U R2 F2 R' F R F';2022-07-03 19:49:59;3.61
309;4.75;;F' U2 F' R2 U' R F2 R2;2022-07-03 19:51:28;4.75
310;5.28;;U F' U' F' R F' U2 F R';2022-07-03 19:51:51;5.28
311;5.18;;R2 F' U2 R F' R2 F' U';2022-07-03 19:52:22;5.18
312;5.24;;R2 U' F' U F2 R' F' U2 R';2022-07-06 21:54:28;5.24
313;5.09;;U2 F2 R F R' F2 U F' U2;2022-07-06 21:54:56;5.09
314;4.95;;F2 R' U R2 U F2 R' U F2;2022-07-06 21:55:21;4.95
315;5.25;;U F U2 R' F' R2 U2 F R2;2022-07-06 21:56:39;5.25
316;4.60;;U F2 U' F R2 F' U2 R2 F';2022-07-06 21:57:17;4.60
317;3.86;;R F' R U2 F' R U' F U;2022-07-06 21:57:41;3.86
318;5.53;;R' F2 U R' F U F U R2;2022-07-06 21:58:03;5.53
319;4.36;;R2 F2 U2 F' R U2 R F' R';2022-07-06 21:58:29;4.36
320;5.07;;F U' R' F' R2 F' R U R2;2022-07-06 21:58:52;5.07
321;5.15;;F' R' F U' F U2 F2 R U';2022-07-06 21:59:16;5.15
322;4.27;;R F2 U' R U R2 U R F2;2022-07-06 21:59:37;4.27
323;3.91;;F U F2 U2 F' U2 F2 R U2;2022-07-06 21:59:57;3.91
324;5.74;;U2 R2 U' F U' F2 U F2 R2;2022-07-06 22:00:20;5.74
325;4.49;;F U' R U2 F' U' R2 U F';2022-07-06 22:01:16;4.49
326;5.00;;F' R2 U2 F' R U' R' F2 R;2022-07-06 22:01:41;5.00
327;4.30;;F U' F2 R' F' R2 F2 R' U';2022-07-06 22:03:58;4.30
328;3.39;;R2 U' F U2 R' F2 R' F U;2022-07-06 22:04:21;3.39
329;4.43;;R' U2 F' R F R2 U F U2;2022-07-06 22:04:44;4.43
330;5.85;;U' F' R2 U2 R' F U2 R' F;2022-07-06 22:05:13;5.85
